"","state_fips_code","state_name","disease","vaccine","time_horizon","vaccine_coverage_estimate","vaccine_effectiveness","declining_coverage_among_new_births","coverage_with_decline_applied","structural_vaccine_coverage","effective_structural_vaccine_coverage","total_population","age_group","age_group_length","age_group_population","waning_rate_annual","basic_reproduction_number","observed_national_cases","duration_infectious_days","duration_sick_days","cost_wage_daily","proportion_hospitalized_given_case","duration_hospitalized_days","cost_hospitalization_daily","death_rate","model_type","endemic_equilibrium_incidence_rate_annual","infections","infections_per_100k","additional_infections","additional_infections_per_100k","cases","cases_per_100k","additional_cases","additional_cases_per_100k","hospitalizations","hospitalizations_per_100k","additional_hospitalizations","additional_hospitalizations_per_100k","deaths","deaths_per_100k","additional_deaths","additional_deaths_per_100k","workdays_lost","workdays_lost_per_100k","additional_workdays_lost","additional_workdays_lost_per_100k","productivity_cost","productivity_cost_per_100k","additional_productivity_cost","additional_productivity_cost_per_100k","hospitalization_cost","hospitalization_cost_per_100k","additional_hospitalization_cost","additional_hospitalization_cost_per_100k","total_cost","total_cost_per_100k","additional_total_cost","additional_total_cost_per_100k","vaccine_adverse_events","vaccine_adverse_events_per_100k","vaccine_adverse_events_avoided","vaccine_adverse_events_avoided_per_100k"
"11","01","Alabama","Rotavirus","Rotavirus",10,0.686,0.915,0.02,0.666,0.666,0.60939,5054253,"0-4 years",5,294417,0,4,NA,10,5,250,0.0143,3.38,4814,7.4e-06,"SIR",0.0719950846112491,21196.5768259901,7199.50846112491,1852.40488862609,629.177285491697,12752.9521839429,4331.59504510367,1114.50217475609,378.545455852105,182.367216230383,61.9418091449825,15.9373810990121,5.41320001868511,0.0943718461611774,0.0320538033337672,0.0082473160931951,0.00280123637330558,63764.7609197144,21657.9752255184,5572.51087378046,1892.72727926053,15941190.2299286,5414493.80637959,1393127.71844512,473181.819815132,2967355.33279376,1007874.99797694,259322.227823978,88079.9097280314,18908545.5627224,6422368.80435653,1652449.94626909,561261.729543163,3.137307552,1.0656,0.0942134400000003,0.0320000000000001
"12","01","Alabama","Rotavirus","Rotavirus",20,0.686,0.915,0.02,0.666,0.666,0.60939,5054253,"0-4 years",5,294417,0,4,NA,10,5,250,0.0143,3.38,4814,7.4e-06,"SIR",0.0719950846112491,21196.5768259901,7199.50846112491,1852.40488862609,629.177285491697,12752.9521839429,4331.59504510367,1114.50217475609,378.545455852105,182.367216230383,61.9418091449825,15.9373810990121,5.41320001868511,0.0943718461611774,0.0320538033337672,0.0082473160931951,0.00280123637330558,63764.7609197144,21657.9752255184,5572.51087378046,1892.72727926053,15941190.2299286,5414493.80637959,1393127.71844512,473181.819815132,2967355.33279376,1007874.99797694,259322.227823978,88079.9097280314,18908545.5627224,6422368.80435653,1652449.94626909,561261.729543163,3.137307552,1.0656,0.0942134400000003,0.0320000000000001
"13","01","Alabama","Rotavirus","Rotavirus",1,0.686,0.915,0.03,0.656,0.68,0.6222,5054253,"0-4 years",5,294417,0,4,NA,10,5,250,0.0143,3.38,4814,7.4e-06,"SIR",0.0676548438327157,19918.7361566967,6765.48438327157,574.564219332638,195.153207638363,11984.1374320149,4070.46380882043,345.687422828065,117.414219568865,171.373165277812,58.2076324661322,4.94333014644133,1.67902333983477,0.0886826169969099,0.0301214321852712,0.00255808692892769,0.000868865224809602,59920.6871600743,20352.3190441022,1728.43711414032,587.071097844324,14980171.7900186,5088079.76102554,432109.278535081,146767.774461081,2788467.61164818,947115.014298826,80434.506678394,27319.9260499204,17768639.4016667,6035194.77532437,512543.785213474,174087.700511001,3.090200832,1.0496,0.14132016,0.0479999999999999
"14","01","Alabama","Rotavirus","Rotavirus",5,0.686,0.915,0.03,0.656,0.656,0.60024,5054253,"0-4 years",5,294417,0,4,NA,10,5,250,0.0143,3.38,4814,7.4e-06,"SIR",0.0749249549729838,22059.180468281,7492.49549729838,2715.00853091694,922.164321665169,13271.9389568609,4507.87113409244,1633.48894767414,554.82154484087,189.788727083111,64.4625572175219,23.3588919517403,7.93394809122445,0.0982123482807709,0.0333582463922841,0.0120878182127887,0.00410567943182244,66359.6947843047,22539.3556704622,8167.44473837072,2774.10772420435,16589923.6960762,5634838.91761555,2041861.18459268,693526.931051087,3088113.11076197,1048890.89650461,380080.005792191,129095.808255702,19678036.8068381,6683729.81412016,2421941.19038487,822622.739306789,3.090200832,1.0496,0.14132016,0.0479999999999999
"15","01","Alabama","Rotavirus","Rotavirus",10,0.686,0.915,0.03,0.656,0.656,0.60024,5054253,"0-4 years",5,294417,0,4,NA,10,5,250,0.0143,3.38,4814,7.4e-06,"SIR",0.0749249549729838,22059.180468281,7492.49549729838,2715.00853091694,922.164321665169,13271.9389568609,4507.87113409244,1633.48894767414,554.82154484087,189.788727083111,64.4625572175219,23.3588919517403,7.93394809122445,0.0982123482807709,0.0333582463922841,0.0120878182127887,0.00410567943182244,66359.6947843047,22539.3556704622,8167.44473837072,2774.10772420435,16589923.6960762,5634838.91761555,2041861.18459268,693526.931051087,3088113.11076197,1048890.89650461,380080.005792191,129095.808255702,19678036.8068381,6683729.81412016,2421941.19038487,822622.739306789,3.090200832,1.0496,0.14132016,0.0479999999999999
"16","01","Alabama","Rotavirus","Rotavirus",20,0.686,0.915,0.03,0.656,0.656,0.60024,5054253,"0-4 years",5,294417,0,4,NA,10,5,250,0.0143,3.38,4814,7.4e-06,"SIR",0.0749249549729838,22059.180468281,7492.49549729838,2715.00853091694,922.164321665169,13271.9389568609,4507.87113409244,1633.48894767414,554.82154484087,189.788727083111,64.4625572175219,23.3588919517403,7.93394809122445,0.0982123482807709,0.0333582463922841,0.0120878182127887,0.00410567943182244,66359.6947843047,22539.3556704622,8167.44473837072,2774.10772420435,16589923.6960762,5634838.91761555,2041861.18459268,693526.931051087,3088113.11076197,1048890.89650461,380080.005792191,129095.808255702,19678036.8068381,6683729.81412016,2421941.19038487,822622.739306789,3.090200832,1.0496,0.14132016,0.0479999999999999
"17","01","Alabama","Rotavirus","Rotavirus",1,0.686,0.915,0.04,0.646,0.678,0.62037,5054253,"0-4 years",5,294417,0,4,NA,10,5,250,0.0143,3.38,4814,7.4e-06,"SIR",0.0682928114216474,20106.5646603272,6829.28114216474,762.392722963134,258.94996653153,12097.1447324505,4108.84722432824,458.694723263681,155.797635076671,172.989169674042,58.7565153078938,6.55933454267063,2.22790618159638,0.0895188710201335,0.030405469460029,0.00339434095215124,0.00115290249956736,60485.7236622524,20544.2361216412,2293.4736163184,778.98817538335,15121430.9155631,5136059.0304103,573368.404079601,194747.043845838,2814762.13630063,956046.062659639,106729.031330848,36250.974410733,17936193.0518637,6092105.09306994,680097.435410451,230998.018256572,3.043094112,1.0336,0.18842688,0.0640000000000001
"18","01","Alabama","Rotavirus","Rotavirus",5,0.686,0.915,0.04,0.646,0.646,0.59109,5054253,"0-4 years",5,294417,0,4,NA,10,5,250,0.0143,3.38,4814,7.4e-06,"SIR",0.077723704482649,22883.1799026681,7772.3704482649,3539.00796530405,1202.03927263169,13767.6994502935,4676.25831738437,2129.24944110674,723.208728132799,196.878102139198,66.8704939385965,30.4482670078264,10.341884812299,0.101880975932172,0.0346043115486443,0.0157564458641899,0.00535174458818271,68838.4972514677,23381.2915869218,10646.2472055337,3616.04364066399,17209624.3128669,5845322.89673046,2661561.80138342,904010.910165997,3203466.60089957,1088071.20543296,495433.495929786,168276.117184057,20413090.9137665,6933394.10216342,3156995.29731321,1072287.02735005,3.043094112,1.0336,0.18842688,0.0640000000000001
"19","01","Alabama","Rotavirus","Rotavirus",10,0.686,0.915,0.04,0.646,0.646,0.59109,5054253,"0-4 years",5,294417,0,4,NA,10,5,250,0.0143,3.38,4814,7.4e-06,"SIR",0.077723704482649,22883.1799026681,7772.3704482649,3539.00796530405,1202.03927263169,13767.6994502935,4676.25831738437,2129.24944110674,723.208728132799,196.878102139198,66.8704939385965,30.4482670078264,10.341884812299,0.101880975932172,0.0346043115486443,0.0157564458641899,0.00535174458818271,68838.4972514677,23381.2915869218,10646.2472055337,3616.04364066399,17209624.3128669,5845322.89673046,2661561.80138342,904010.910165997,3203466.60089957,1088071.20543296,495433.495929786,168276.117184057,20413090.9137665,6933394.10216342,3156995.29731321,1072287.02735005,3.043094112,1.0336,0.18842688,0.0640000000000001
"20","01","Alabama","Rotavirus","Rotavirus",20,0.686,0.915,0.04,0.646,0.646,0.59109,5054253,"0-4 years",5,294417,0,4,NA,10,5,250,0.0143,3.38,4814,7.4e-06,"SIR",0.077723704482649,22883.1799026681,7772.3704482649,3539.00796530405,1202.03927263169,13767.6994502935,4676.25831738437,2129.24944110674,723.208728132799,196.878102139198,66.8704939385965,30.4482670078264,10.341884812299,0.101880975932172,0.0346043115486443,0.0157564458641899,0.00535174458818271,68838.4972514677,23381.2915869218,10646.2472055337,3616.04364066399,17209624.3128669,5845322.89673046,2661561.80138342,904010.910165997,3203466.60089957,1088071.20543296,495433.495929786,168276.117184057,20413090.9137665,6933394.10216342,3156995.29731321,1072287.02735005,3.043094112,1.0336,0.18842688,0.0640000000000001
"21","01","Alabama","Rotavirus","Rotavirus",1,0.686,0.915,0.05,0.636,0.676,0.61854,5054253,"0-4 years",5,294417,0,4,NA,10,5,250,0.0143,3.38,4814,7.4e-06,"SIR",0.0689246578933571,20292.5910029885,6892.46578933571,948.41906562449,322.1346137025,12209.0677600407,4146.8623619019,570.617750853926,193.812772650331,174.589668968582,59.3001317751972,8.15983383721112,2.77152264889973,0.0903471014243013,0.0306867814780741,0.00422257135631905,0.00143421451761245,61045.3388002036,20734.3118095095,2853.08875426963,969.063863251656,15261334.7000509,5183577.95237738,713272.188567407,242265.965812914,2840804.37248187,964891.420156401,132771.267512091,45096.3319074953,18102139.0725328,6148469.37253378,846043.456079498,287362.297720409,2.995987392,1.0176,0.2355336,0.08
"22","01","Alabama","Rotavirus","Rotavirus",5,0.686,0.915,0.05,0.636,0.636,0.58194,5054253,"0-4 years",5,294417,0,4,NA,10,5,250,0.0143,3.38,4814,7.4e-06,"SIR",0.0803999425919725,23671.1098981008,8039.99425919725,4326.93796073673,1469.66308356404,14241.7587117742,4837.27458393171,2603.30870258742,884.224994680137,203.657149578371,69.1730265502234,37.2273144470001,12.644417423926,0.105389014467129,0.0357958319210946,0.0192644843991469,0.00654326496063302,71208.7935588711,24186.3729196585,13016.5435129371,4421.12497340068,17802198.3897178,6046593.22991463,3254135.87823427,1105281.24335017,3313770.65107754,1125536.45036718,605737.546107762,205741.362118275,21115969.0407953,7172129.68028181,3859873.42434204,1311022.60546845,2.995987392,1.0176,0.2355336,0.08
