"","disease","state_name","age_group","age_group_population","percent_decline","accrual_years","accrual_label","baseline_coverage","cases","additional_cases","cases_per_100k","additional_cases_per_100k","hospitalizations","additional_hospitalizations","hospitalizations_per_100k","additional_hospitalizations_per_100k","deaths","additional_deaths","deaths_per_100k","additional_deaths_per_100k","workdays_lost","additional_workdays_lost","workdays_lost_per_100k","additional_workdays_lost_per_100k","productivity_cost","additional_productivity_cost","productivity_cost_per_100k","additional_productivity_cost_per_100k","hospitalization_cost","additional_hospitalization_cost","hospitalization_cost_per_100k","additional_hospitalization_cost_per_100k","total_cost","additional_total_cost","total_cost_per_100k","additional_total_cost_per_100k","vaccine_adverse_events","vaccine_adverse_events_per_100k","vaccine_adverse_events_avoided","vaccine_adverse_events_avoided_per_100k"
"7912","Pertussis","Texas","0-14 years",6179292,3,20,"20 Years",0.928,4013.4899019067,2640.78091452556,64.9506432437034,42.735978725808,196.653345861555,129.393225153518,3.18245756733222,2.09398140035328,1.91483296846694,1.25991455845685,0.0309879023109272,0.0203893028271985,56188.8586266938,36970.9328033578,909.309005411847,598.303702161312,14047214.6566735,9242733.20083944,227327.251352962,149575.925540328,3995484.68920755,2628933.91273409,64659.2633785157,42544.2577035378,18042699.345881,11871667.1135735,291986.514731477,192120.183243866,0.1849668072,0.00299333333333333,0.00617929199999998,9.99999999999996e-05
"7913","Pertussis","Texas","0-14 years",6179292,4,1,"1 Year",0.928,1632.99332736375,260.284339982586,26.4268677926816,4.21220327478594,80.0135566413439,12.753435933307,1.29486608888759,0.206389921908643,0.779099869925452,0.124181459915356,0.0126082384507068,0.00200963896697803,22861.9065830925,3643.9807597562,369.976149097542,58.9708458470032,5715476.64577312,910995.18993905,92494.0372743854,14742.7114617508,1625667.43570484,259116.659231372,26308.3122743648,4193.30659938666,7341144.08147796,1170111.84917042,118802.34954875,18936.0180611375,0.1829070432,0.00296,0.00823905599999997,0.000133333333333333
"7914","Pertussis","Texas","0-14 years",6179292,4,5,"5 Years",0.928,2621.10691521857,1248.3979278374,42.4175927471718,20.2029282292762,128.429236733276,61.1691160252392,2.07838109500694,0.989904928027987,1.2505281084058,0.595609698395708,0.0202374011198339,0.00963880163610504,36695.4968130599,17477.5709897236,593.846298460405,282.840995209866,9173874.20326498,4369392.74743091,148461.574615101,70710.2488024665,2609348.17440466,1242797.39793119,42227.3000596939,20112.2943847158,11783222.3776696,5612190.1453621,190688.874674795,90822.5431871823,0.1829070432,0.00296,0.00823905599999997,0.000133333333333333
"7915","Pertussis","Texas","0-14 years",6179292,4,10,"10 Years",0.928,3748.50846464529,2375.79947726413,60.6624264502356,38.44776193234,183.669761125511,116.409640417474,2.97234312807213,1.88386696109318,1.78841052702543,1.13349211701533,0.0289419973522116,0.0183433978684828,52479.1185050341,33261.1926816978,849.273970303298,538.268667052759,13119779.6262585,8315298.17042445,212318.492575825,134567.16676319,3731692.00469146,2365141.22821799,60390.2842702928,38275.2785953147,16851471.63095,10680439.3986424,272708.776846117,172842.445358505,0.1829070432,0.00296,0.00823905599999997,0.000133333333333333
"7916","Pertussis","Texas","0-14 years",6179292,4,20,"20 Years",0.928,4771.691273777,3398.98228639585,77.2206795499711,55.0060150320758,233.803766134016,166.54364542598,3.78366593023952,2.69518976326058,2.27657026420659,1.6216518541965,0.0368419272662076,0.0262433277824789,66803.677832878,47585.752009542,1081.0895136996,770.08421044906,16700919.4582195,11896438.0023855,270272.378424899,192521.052612265,4750284.63805126,3383733.86157781,76874.2541710484,54759.2484960706,21451204.0962708,15280171.8639633,347146.632595947,247280.301108336,0.1829070432,0.00296,0.00823905599999997,0.000133333333333333
"7917","Pertussis","Texas","0-14 years",6179292,5,1,"1 Year",0.928,1697.20301347688,324.494026095716,27.4659785211134,5.25131400321779,83.1597087233184,15.8995880152815,1.34578053154501,0.257304364566062,0.809734262154999,0.154815852144903,0.0131039973860274,0.00250539790229856,23760.8421886763,4542.91636534003,384.523699295588,73.518396045049,5940210.54716907,1135729.09133501,96130.9248238969,18379.5990112622,1689589.06601515,323038.289541681,27342.7613716126,5227.75569663452,7629799.61318422,1458767.38087669,123473.68619551,23607.3547078968,0.1808472792,0.00292666666666667,0.01029882,0.000166666666666666
"7918","Pertussis","Texas","0-14 years",6179292,5,5,"5 Years",0.928,2913.58766032944,1540.87867294827,47.1508331428493,24.9361686249537,142.760235074348,75.5001143663109,2.31030084149362,1.22182467451467,1.39007044863046,0.73515203862036,0.022495626499451,0.0118970270157222,40790.2272446121,21572.3014212758,660.11166399989,349.106360749352,10197556.811153,5393075.35531896,165027.915999973,87276.5901873379,2900516.80009955,1533966.02362609,46939.3063169624,24824.3006419843,13098073.6112526,6927041.37894504,211967.222316935,112100.890829322,0.1808472792,0.00292666666666667,0.01029882,0.000166666666666666
"7919","Pertussis","Texas","0-14 years",6179292,5,10,"10 Years",0.928,4272.20264388082,2899.49365649966,69.1374132162847,46.9227486983891,209.32977649168,142.069655783643,3.38760130596967,2.29912513899072,2.03826462017215,1.38334621016205,0.0329854070688381,0.0223868075851093,59810.8370143315,40592.9111909952,967.923785027986,656.918481777447,14952709.2535829,10148227.7977488,241980.946256996,164229.620444362,4253036.80089205,2886486.02441858,68827.2507739083,46712.2450989301,19205746.0544749,13034713.8221674,310808.197030905,210941.865543292,0.1808472792,0.00292666666666667,0.01029882,0.000166666666666666
"7920","Pertussis","Texas","0-14 years",6179292,5,20,"20 Years",0.928,5479.08687772538,4106.37789034423,88.6685218585783,66.4538573406829,268.464800735876,201.20468002784,4.34458835633396,3.25611218935502,2.61406816685371,1.95914975684362,0.0423036840928331,0.0317050846091044,76707.2162881553,57489.2904648192,1241.3593060201,930.35400276956,19176804.0720388,14372322.6162048,310339.826505024,232588.50069239,5454506.74247109,4087955.96599763,88270.7394709797,66155.7337960018,24631310.8145099,18460278.5822024,398610.565976004,298744.234488392,0.1808472792,0.00292666666666667,0.01029882,0.000166666666666666
"7921","Pertussis","Texas","0-14 years",6179292,6,1,"1 Year",0.928,1761.07359904204,388.364611660879,28.4996015569751,6.28493703907954,86.2892455255809,19.029124817544,1.39642608773919,0.307949920760242,0.840206869771966,0.18528845976187,0.0135971381474118,0.00299853866368298,24655.0303865886,5437.1045632523,398.994421797652,87.9891185471135,6163757.59664714,1359276.14081308,99748.605449413,21997.2796367784,1753173.11704144,386622.340567969,28371.7473950323,6256.74172005415,7916930.71368858,1745898.48138104,128120.352844445,28254.0213568325,0.1787875152,0.00289333333333333,0.012358584,2e-04
"7922","Pertussis","Texas","0-14 years",6179292,6,5,"5 Years",0.928,3198.80551810916,1826.096530728,51.7665376245233,29.5518731066277,156.735365796665,89.4752450886285,2.53646155249931,1.44798538552036,1.52614767085361,0.87122926084351,0.0246977755842191,0.0140991761004903,44783.2772535282,25565.351430192,724.731526743326,413.726223492788,11195819.3133821,6391337.85754799,181182.881685832,103431.555873197,3184455.12103717,1817904.3445637,51534.3039467494,29419.2982717713,14380274.4344192,8209242.20211169,232717.185632581,132850.854144968,0.1787875152,0.00289333333333333,0.012358584,2e-04
"7923","Pertussis","Texas","0-14 years",6179292,6,10,"10 Years",0.928,4771.691273777,3398.98228639583,77.220679549971,55.0060150320754,233.803766134016,166.543645425979,3.78366593023952,2.69518976326056,2.27657026420658,1.62165185419649,0.0368419272662075,0.0262433277824787,66803.6778328779,47585.7520095417,1081.08951369959,770.084210449056,16700919.4582195,11896438.0023854,270272.378424899,192521.052612264,4750284.63805125,3383733.86157778,76874.2541710483,54759.2484960702,21451204.0962707,15280171.8639632,347146.632595947,247280.301108334,0.1787875152,0.00289333333333333,0.012358584,2e-04
"7924","Pertussis","Texas","0-14 years",6179292,6,20,"20 Years",0.928,6140.6177781378,4767.90879075666,99.3741318283357,77.1594673104403,300.878552392535,233.618431684498,4.8691428142987,3.78066664731976,2.92968405445506,2.27476564444497,0.0474113224371831,0.0368127229534544,85968.6488939292,66750.7230705932,1391.2378455967,1080.23254234616,21492162.2234823,16687680.7676483,347809.461399175,270058.135586541,6113069.90038008,4746519.12390663,98928.3222152324,76813.3165402546,27605232.1238624,21434199.8915549,446737.783614407,346871.452126796,0.1787875152,0.00289333333333333,0.012358584,2e-04
"7925","Pertussis","Texas","0-14 years",6179292,7,1,"1 Year",0.928,1824.60776324248,451.898775861321,29.5277802577137,7.3131157398181,89.4022983229976,22.1421776149607,1.44680488190229,0.358328714923339,0.870518971012635,0.215600561002538,0.0140876814206649,0.00348908193693612,25544.5086853948,6326.58286205849,413.388923607992,102.383620357453,6386127.17134869,1581645.71551462,103347.230901998,25595.9050893634,1816422.25594767,449871.479474203,29395.3135075616,7280.30783258345,8202549.42729636,2031517.19498883,132742.54440956,32876.2129219468,0.1767277512,0.00286,0.014418348,0.000233333333333333
"7926","Pertussis","Texas","0-14 years",6179292,7,5,"5 Years",0.928,3477.02769910018,2104.31871171902,56.2690304827832,34.0543659648875,170.367721706865,103.107600998828,2.75707511001042,1.66859894303147,1.65888726102108,1.00396885101098,0.0268459114898775,0.0162473120061486,48678.3877874025,29460.4619640663,787.766426758964,476.761123508426,12169596.9468506,7365115.49101657,196941.606689741,119190.280877106,3461429.14900705,2094878.37253359,56016.5978401256,33901.5921651475,15631026.0958577,9459993.86355015,252958.204529867,153091.873042254,0.1767277512,0.00286,0.014418348,0.000233333333333333
"7927","Pertussis","Texas","0-14 years",6179292,7,10,"10 Years",0.928,5248.61464534676,3875.90565796559,84.9387704181443,62.7241059002487,257.172101181828,189.911980473791,4.16183765359896,3.07336148662001,2.50411004071887,1.84919163070878,0.0405242225277406,0.0299256230440118,73480.6050348546,54262.6792115183,1189.14278585402,878.137482603481,18370151.2587136,13565669.8028796,297285.696463505,219534.37065087,5225068.44855168,3858517.67207821,84557.7203432315,62442.7146682533,23595219.7072653,17424187.4749578,381843.416806736,281977.085319124,0.1767277512,0.00286,0.014418348,0.000233333333333333
"7928","Pertussis","Texas","0-14 years",6179292,7,20,"20 Years",0.928,6760.60444025319,5387.89545287205,109.407427910078,87.1927633921822,331.256715655536,263.9965949475,5.36075517479245,4.27227900781351,3.22547921767805,2.57056080766796,0.0521982003387775,0.0415996008550488,94648.4621635447,75430.5363402086,1531.70399074109,1220.69868749055,23662115.5408862,18857634.0850522,382925.997685272,305174.671872638,6730275.19465978,5363724.41818633,108916.607188328,86801.6015133502,30392390.735546,24221358.5032385,491842.6048736,391976.273385988,0.1767277512,0.00286,0.014418348,0.000233333333333333
"7929","Pertussis","Texas","0-14 years",6179292,8,1,"1 Year",0.928,1887.80815711183,515.099169730671,30.5505575252283,8.33589300733274,92.4989970111571,25.2388763031202,1.49691901614549,0.408442849166542,0.900671830683127,0.24575342067303,0.0145756476742502,0.00397704819052134,26429.3141995657,7211.3883762294,427.707805353197,116.702502102658,6607328.54989142,1802847.09405735,106926.951338299,29175.6255256646,1879339.12187448,512788.345401014,30413.5024186344,8298.4967436563,8486667.6717659,2315635.43945836,137340.453756934,37474.1222693209,0.1746679872,0.00282666666666667,0.016478112,0.000266666666666666
"7930","Pertussis","Texas","0-14 years",6179292,8,5,"5 Years",0.928,3748.50846464529,2375.79947726413,60.6624264502356,38.44776193234,183.669761125511,116.409640417474,2.97234312807213,1.88386696109318,1.78841052702543,1.13349211701533,0.0289419973522116,0.0183433978684828,52479.1185050341,33261.1926816978,849.273970303298,538.268667052759,13119779.6262585,8315298.17042445,212318.492575825,134567.16676319,3731692.00469146,2365141.22821799,60390.2842702928,38275.2785953147,16851471.63095,10680439.3986424,272708.776846117,172842.445358505,0.1746679872,0.00282666666666667,0.016478112,0.000266666666666666
"7931","Pertussis","Texas","0-14 years",6179292,8,10,"10 Years",0.928,5704.46811744488,4331.75913006372,92.3158853383992,70.1012208205036,279.508051365262,212.247930657225,4.52330220622786,3.43482603924891,2.72159738427714,2.06667897426704,0.0440438384248088,0.03344523894108,79862.5536442283,60644.627820892,1292.42239473759,981.417091487051,19965638.4110571,15161156.955223,323105.598684397,245354.272871763,5678876.88280857,4312326.1063351,91901.740244814,69786.7345698359,25644515.2938656,19473483.0615581,415007.338929211,315141.007441599,0.1746679872,0.00282666666666667,0.016478112,0.000266666666666666
"7932","Pertussis","Texas","0-14 years",6179292,8,20,"20 Years",0.928,7342.84119815667,5970.13221077552,118.829814130109,96.6151496122132,359.785205653955,292.525084945919,5.82243411792087,4.73395795094193,3.50326393041826,2.84834552040817,0.056693613611693,0.0460950141279643,102799.776774193,83581.8509508573,1663.61739782152,1352.61209457098,25699944.1935483,20895462.7377143,415904.34945538,338153.023642746,7309899.93735367,5943349.16088021,118296.722947446,96181.7172724676,33009844.130902,26838811.8985945,534201.072402825,434334.740915214,0.1746679872,0.00282666666666667,0.016478112,0.000266666666666666
"7933","Pertussis","Texas","0-14 years",6179292,9,1,"1 Year",0.928,1950.67740390283,577.968416521663,31.5679758118378,9.35331129394214,95.5794701244371,28.3193494164002,1.5467705705514,0.458294403572451,0.930666700335317,0.275748290325221,0.0150610571621363,0.00446245767840751,27309.4836546396,8091.55783130328,441.951661365728,130.94635811519,6827370.91365989,2022889.45782582,110487.915341432,32736.5895287975,1941926.32630624,575375.549832769,31426.356390121,9311.35071514291,8769297.23996613,2598265.00765859,141914.271731553,42047.9402439404,0.1726082232,0.00279333333333333,0.018537876,3e-04
"7934","Pertussis","Texas","0-14 years",6179292,9,5,"5 Years",0.928,4013.4899019067,2640.78091452554,64.9506432437034,42.7359787258078,196.653345861555,129.393225153518,3.18245756733222,2.09398140035327,1.91483296846694,1.25991455845684,0.0309879023109272,0.0203893028271984,56188.8586266938,36970.9328033576,909.309005411847,598.303702161309,14047214.6566735,9242733.20083939,227327.251352962,149575.925540327,3995484.68920755,2628933.91273408,64659.2633785157,42544.2577035375,18042699.345881,11871667.1135735,291986.514731477,192120.183243865,0.1726082232,0.00279333333333333,0.018537876,3e-04
"7935","Pertussis","Texas","0-14 years",6179292,9,10,"10 Years",0.928,6140.6177781378,4767.90879075664,99.3741318283356,77.15946731044,300.878552392534,233.618431684497,4.8691428142987,3.78066664731975,2.92968405445506,2.27476564444496,0.047411322437183,0.0368127229534542,85968.6488939292,66750.7230705929,1391.2378455967,1080.23254234616,21492162.2234823,16687680.7676482,347809.461399175,270058.13558654,6113069.90038008,4746519.12390661,98928.3222152324,76813.3165402542,27605232.1238624,21434199.8915548,446737.783614407,346871.452126794,0.1726082232,0.00279333333333333,0.018537876,3e-04
"7936","Pertussis","Texas","0-14 years",6179292,9,20,"20 Years",0.928,7890.673976622,6517.96498924085,127.69543786929,105.480773351394,386.627966316355,319.367845608318,6.25683276201148,5.16835659503254,3.76463453083111,3.10971612082102,0.0609233959300047,0.050324796446276,110469.435672708,91251.5098493719,1787.73613017006,1476.73082691952,27617358.918177,22812877.462343,446934.032542515,369182.706729881,7855275.0428359,6488724.26636245,127122.573958892,105007.568283914,35472633.9610129,29301601.7287054,574056.606501407,474190.275013795,0.1726082232,0.00279333333333333,0.018537876,3e-04
"7937","Pertussis","Texas","0-14 years",6179292,10,1,"1 Year",0.928,2013.21809945021,640.50911206905,32.5800771261532,10.3654126082575,98.6438448537866,31.3837241457497,1.5963616034618,0.507885436482848,0.960504818439987,0.30558640842989,0.0155439299265998,0.00494533044287097,28185.053392303,8967.1275689667,456.121079766144,145.115776515606,7046263.34807574,2241781.89224167,114030.269941536,36278.9441289014,2004186.45343232,637635.676958855,32433.9172421747,10318.9115671966,9050449.80150807,2879417.56920053,146464.187183711,46597.855696098,0.1705484592,0.00276,0.02059764,0.000333333333333333
"7938","Pertussis","Texas","0-14 years",6179292,10,5,"5 Years",0.928,4272.20264388082,2899.49365649966,69.1374132162847,46.9227486983891,209.32977649168,142.069655783643,3.38760130596967,2.29912513899072,2.03826462017215,1.38334621016205,0.0329854070688381,0.0223868075851093,59810.8370143315,40592.9111909952,967.923785027986,656.918481777447,14952709.2535829,10148227.7977488,241980.946256996,164229.620444362,4253036.80089205,2886486.02441858,68827.2507739083,46712.2450989301,19205746.0544749,13034713.8221674,310808.197030905,210941.865543292,0.1705484592,0.00276,0.02059764,0.000333333333333333
"7939","Pertussis","Texas","0-14 years",6179292,10,10,"10 Years",0.928,6558.31411819414,5185.60513081298,106.1337466848,83.9190821669049,321.344875924875,254.084755216838,5.20035104223712,4.11187487525817,3.12896665944377,2.47404824943367,0.0506363295251911,0.0400377300414623,91816.397654718,72598.4718313817,1485.87245358721,1174.86715033667,22954099.4136795,18149617.9578454,371468.113396802,293716.787584167,6528892.38211606,5162341.60564259,105657.612265549,83542.6065905704,29482991.7957956,23311959.563488,477125.72566235,377259.394174738,0.1705484592,0.00276,0.02059764,0.000333333333333333
"7940","Pertussis","Texas","0-14 years",6179292,10,20,"20 Years",0.928,8407.06463073246,7034.35564335131,136.052231076513,113.837566558617,411.93012288942,344.670002181383,6.66629968108676,5.57782351410782,4.01100411771587,3.35608570770578,0.0649104155899392,0.0543118161062105,117698.904830254,98480.9790069184,1904.73123507118,1593.72593182064,29424726.2075636,24620244.7517296,476182.808767794,398431.48295516,8369349.07879349,7002798.30232004,135441.877140512,113326.871465534,37794075.2863571,31623043.0540496,611624.685908306,511758.354420695,0.1705484592,0.00276,0.02059764,0.000333333333333333
"7941","Pertussis","Texas","0-14 years",6179292,11,1,"1 Year",0.928,2075.43281252808,702.723825146916,33.5869030388607,11.3722385209651,101.692247064234,34.4321263561967,1.64569415176097,0.557217984782022,0.990187410557289,0.335269000547193,0.0160242858009832,0.00542568631725436,29056.0593753931,9838.13355205683,470.21664254405,159.211339293512,7264014.84384828,2459533.38801421,117554.160636013,39802.8348233779,2066122.06050286,699571.284029391,33436.2263589884,11321.2206840103,9330136.90435114,3159104.6720436,150990.386995001,51124.0555073882,0.1684886952,0.00272666666666667,0.022657404,0.000366666666666666
"7942","Pertussis","Texas","0-14 years",6179292,11,5,"5 Years",0.928,4524.86653891013,3152.15755152897,73.22629419212,51.0116296742244,221.70982516511,154.449704457073,3.58794867057763,2.49947250359868,2.15881037161743,1.50389196160733,0.0349362090611259,0.0243376095773971,63348.1315447419,44130.2057214056,1025.16811868968,714.162815439141,15837032.8861855,11032551.4303514,256292.02967242,178540.703859785,4504567.20180961,3138016.42533614,72897.788319594,50782.7826446159,20341600.0879951,14170567.8556875,329189.817992014,229323.486504401,0.1684886952,0.00272666666666667,0.022657404,0.000366666666666666
"7943","Pertussis","Texas","0-14 years",6179292,11,10,"10 Years",0.928,6958.70400497004,5585.99501758888,112.613289758277,90.3986252403815,340.963216274057,273.70309556602,5.51783628729726,4.42936012031831,3.31999236878341,2.66507395877332,0.0537277145793307,0.0431291150956019,97421.8560695805,78203.9302462442,1576.58605661588,1265.58075336534,24355464.0173951,19550982.5615611,394146.51415397,316395.188341335,6927486.05032652,5560935.27385305,112108.086983533,89993.0813085553,31282950.0677217,25111917.8354141,506254.601137503,406388.269649891,0.1684886952,0.00272666666666667,0.022657404,0.000366666666666666
"7944","Pertussis","Texas","0-14 years",6179292,11,20,"20 Years",0.928,8894.644516481,7521.93552909985,143.942777206207,121.728112688312,435.820606795133,368.560486087097,7.05292138314766,5.96444521616872,4.24362810900811,3.58870969899802,0.068674989125099,0.0580763896413703,124525.023230734,105307.097407398,2015.1988808869,1704.19357763637,31131255.8076835,26326774.3518495,503799.720221726,426048.394409092,8854741.59649943,7488190.82002598,143297.024909964,121182.019234986,39985997.4041829,33814965.1718755,647096.74513169,547230.413644079,0.1684886952,0.00272666666666667,0.022657404,0.000366666666666666
"7945","Pertussis","Texas","0-14 years",6179292,12,1,"1 Year",0.928,2137.32408520157,764.615097820411,34.5884946884137,12.3738301705181,104.724801312119,37.4646806040821,1.69477023115462,0.606294064175672,1.01971568950457,0.364797279494471,0.0165021444124111,0.0059035449286823,29922.537192822,10704.6113694858,484.238925637792,173.233622387253,7480634.29820551,2676152.84237144,121059.731409448,43308.4055968133,2127735.67817885,761184.901705379,34433.3246944609,12318.3190194828,9608369.97638435,3437337.74407682,155493.056103909,55626.7246162961,0.1664289312,0.00269333333333333,0.024717168,0.000399999999999999
"7946","Pertussis","Texas","0-14 years",6179292,12,5,"5 Years",0.928,4771.691273777,3398.98228639583,77.220679549971,55.0060150320754,233.803766134016,166.543645425979,3.78366593023952,2.69518976326056,2.27657026420658,1.62165185419649,0.0368419272662075,0.0262433277824787,66803.6778328779,47585.7520095417,1081.08951369959,770.084210449056,16700919.4582195,11896438.0023854,270272.378424899,192521.052612264,4750284.63805125,3383733.86157778,76874.2541710483,54759.2484960702,21451204.0962707,15280171.8639632,347146.632595947,247280.301108334,0.1664289312,0.00269333333333333,0.024717168,0.000399999999999999
"7947","Pertussis","Texas","0-14 years",6179292,12,10,"10 Years",0.928,7342.84119815667,5970.13221077551,118.829814130109,96.615149612213,359.785205653955,292.525084945918,5.82243411792087,4.73395795094192,3.50326393041826,2.84834552040816,0.056693613611693,0.0460950141279642,102799.776774193,83581.8509508571,1663.61739782152,1352.61209457098,25699944.1935483,20895462.7377143,415904.34945538,338153.023642745,7309899.93735367,5943349.1608802,118296.722947446,96181.7172724674,33009844.130902,26838811.8985945,534201.072402825,434334.740915213,0.1664289312,0.00269333333333333,0.024717168,0.000399999999999999
"7948","Pertussis","Texas","0-14 years",6179292,12,20,"20 Years",0.928,9355.75933818827,7983.05035080712,151.405036987866,129.190372469971,458.414353068671,391.154232360635,7.41855787149517,6.33008170451623,4.4636256384486,3.80870722843851,0.0722352275705469,0.0616366280868182,130980.630734636,111762.7049113,2119.67051783013,1808.66521457959,32745157.6836589,27940676.2278249,529917.629457532,452166.303644898,9313787.77703742,7947237.00056397,150725.807698316,128610.802023338,42058945.4606964,35887913.2283889,680643.437155848,580777.105668236,0.1664289312,0.00269333333333333,0.024717168,0.000399999999999999
"7949","Pertussis","Texas","0-14 years",6179292,13,1,"1 Year",0.928,2198.89443317309,826.185445791926,35.5848927866346,13.370228268739,107.741630862059,40.4815101540223,1.74359183644436,0.655115669465407,1.04909085552151,0.394172445511415,0.0169775251844631,0.00637892570073425,30784.5220644232,11566.596241087,498.188499012884,187.183195762346,7696130.51610581,2891649.06027174,124547.124753221,46795.7989405864,2189029.8108768,822479.034403334,35425.2527777746,13310.2471027965,9885160.32698261,3714128.09467508,159972.377530996,60106.0460433829,0.1643691672,0.00266,0.026776932,0.000433333333333333
"7950","Pertussis","Texas","0-14 years",6179292,13,5,"5 Years",0.928,5012.87695409107,3640.16796670991,81.1238076156795,58.9091430977839,245.62140419139,178.361283483353,3.97491175674155,2.8864355897626,2.39163976817322,1.73672135816313,0.03870410668687,0.0281055072031412,70180.277357275,50962.3515339388,1135.73330661951,824.728003368974,17545069.3393188,12740587.8834847,283933.326654878,206182.000842244,4990388.31751815,3623837.54104468,80759.8721264207,58644.8664514426,22535457.6568369,16364425.4245294,364693.198781299,264826.867293686,0.1643691672,0.00266,0.026776932,0.000433333333333333
"7951","Pertussis","Texas","0-14 years",6179292,13,10,"10 Years",0.928,7711.69561043019,6338.98662304903,124.799015978371,102.584351460475,377.858367934724,310.598247226687,6.11491361687914,5.02643744990019,3.6792440889457,3.02432567893561,0.0595415152568563,0.0489429157731275,107963.738546023,88745.8127226864,1747.18622369719,1436.18092044665,26990934.6365057,22186453.1806716,436796.555924298,359045.230111663,7677099.60467695,6310548.82820348,124239.14591958,102124.140244602,34668034.2411826,28497002.0088751,561035.701843878,461169.370356265,0.1643691672,0.00266,0.026776932,0.000433333333333333
"7952","Pertussis","Texas","0-14 years",6179292,13,20,"20 Years",0.928,9792.5068861342,8419.79789875305,158.472959137296,136.258294619401,479.814149430335,412.554028722299,7.76487256841617,6.67639640143723,4.67199756017853,4.01707915016844,0.0756073278326794,0.0650087283489506,137095.096405879,117877.170582543,2218.62142792214,1907.61612467161,34273774.1014697,29469292.6456357,554655.356980536,476904.031167902,9748575.99963589,8382025.22316243,157762.021921539,135647.016246561,44022350.1011056,37851317.8687981,712417.378902075,612551.047414463,0.1643691672,0.00266,0.026776932,0.000433333333333333
"7953","Pertussis","Texas","0-14 years",6179292,14,1,"1 Year",0.928,2260.14634612314,887.437358741975,36.5761376242317,14.3614731063361,110.742857703648,43.4827369956111,1.79216094179799,0.703684774819042,1.07831409643279,0.423395686422698,0.0174504473398052,0.00685184785607636,31642.0488457239,12424.1230223877,512.065926739243,201.060623488705,7910512.21143098,3106030.75559691,128016.481684811,50265.1558721762,2250006.9371081,883456.160634629,36412.0507188865,14297.0450439084,10160519.1485391,3989486.91623154,164428.532403697,64562.2009160846,0.1623094032,0.00262666666666667,0.028836696,0.000466666666666667
"7954","Pertussis","Texas","0-14 years",6179292,14,5,"5 Years",0.928,5248.61464534676,3875.90565796559,84.9387704181443,62.7241059002487,257.172101181828,189.911980473791,4.16183765359896,3.07336148662001,2.50411004071887,1.84919163070878,0.0405242225277406,0.0299256230440118,73480.6050348546,54262.6792115183,1189.14278585402,878.137482603481,18370151.2587136,13565669.8028796,297285.696463505,219534.37065087,5225068.44855168,3858517.67207821,84557.7203432315,62442.7146682533,23595219.7072653,17424187.4749578,381843.416806736,281977.085319124,0.1623094032,0.00262666666666667,0.028836696,0.000466666666666667
"7955","Pertussis","Texas","0-14 years",6179292,14,10,"10 Years",0.928,8066.16148436352,6693.45249698236,130.535366905521,108.320702387626,395.226519295865,327.966398587829,6.39598386507492,5.30750769809597,3.84835948681466,3.19344107680456,0.062278323905306,0.0516797244215771,112926.260781089,93708.334957753,1827.4951366773,1516.48983342676,28231565.1952723,23427083.7394383,456873.784169324,379122.45835669,8029975.28314182,6663424.50666835,129949.762580273,107834.756905295,36261540.4784141,30090508.2461066,586823.546749598,486957.215261985,0.1623094032,0.00262666666666667,0.028836696,0.000466666666666667
"7956","Pertussis","Texas","0-14 years",6179292,14,20,"20 Years",0.928,10206.7689455426,8834.05995816148,165.176996742388,142.962332224492,500.112199764899,432.852079056863,8.09335761710078,7.00488145012184,4.86964167249171,4.21472326248162,0.0788058190564827,0.068207219572754,142894.765237597,123676.839414261,2312.47795439343,2001.47265114289,35723691.3093992,30919209.8535652,578119.488598357,500368.162785724,10160979.6075034,8794428.8310299,164435.984049683,142320.978374705,45884670.9169026,39713638.6845951,742555.472648041,642689.141160429,0.1623094032,0.00262666666666667,0.028836696,0.000466666666666667
"7957","Pertussis","Texas","0-14 years",6179292,15,1,"1 Year",0.928,2321.082288046,948.373300664833,37.5622690762307,15.347604558335,113.728602567902,46.4684818598656,1.84047950101569,0.752003334036741,1.1073865878082,0.452468177798107,0.0179209299027818,0.00732233041905298,32495.1520326439,13277.2262093077,525.871767067229,214.866463816691,8123788.00816098,3319306.55232692,131467.941766807,53716.6159541727,2310669.5098131,944118.733339633,37393.7582139362,15278.7525389581,10434457.5179741,4263425.28566655,168861.699980744,68995.3684931308,0.1602496392,0.00259333333333333,0.03089646,5e-04
"7958","Pertussis","Texas","0-14 years",6179292,15,5,"5 Years",0.928,5479.08687772538,4106.37789034422,88.6685218585783,66.4538573406827,268.464800735876,201.204680027839,4.34458835633396,3.25611218935501,2.61406816685371,1.95914975684361,0.0423036840928331,0.0317050846091043,76707.2162881553,57489.290464819,1241.3593060201,930.354002769557,19176804.0720388,14372322.6162048,310339.826505024,232588.500692389,5454506.74247109,4087955.96599762,88270.7394709797,66155.7337960015,24631310.8145099,18460278.5822024,398610.565976004,298744.234488391,0.1602496392,0.00259333333333333,0.03089646,5e-04
