"","disease","state_name","age_group","age_group_population","percent_decline","accrual_years","accrual_label","baseline_coverage","cases","additional_cases","cases_per_100k","additional_cases_per_100k","hospitalizations","additional_hospitalizations","hospitalizations_per_100k","additional_hospitalizations_per_100k","deaths","additional_deaths","deaths_per_100k","additional_deaths_per_100k","workdays_lost","additional_workdays_lost","workdays_lost_per_100k","additional_workdays_lost_per_100k","productivity_cost","additional_productivity_cost","productivity_cost_per_100k","additional_productivity_cost_per_100k","hospitalization_cost","additional_hospitalization_cost","hospitalization_cost_per_100k","additional_hospitalization_cost_per_100k","total_cost","additional_total_cost","total_cost_per_100k","additional_total_cost_per_100k","vaccine_adverse_events","vaccine_adverse_events_per_100k","vaccine_adverse_events_avoided","vaccine_adverse_events_avoided_per_100k"
"21","Hib","Alabama","All ages",5054253,5,1,"1 Year",0.878,2.24050925548578,0.0179430003231048,0.0443291868350432,0.000355007957122543,2.12848379271149,0.0170458503069496,0.0421127274932911,0.000337257559266416,0.0896203702194311,0.000717720012924195,0.00177316747340173,1.42003182849017e-05,22.4050925548578,0.179430003231049,0.443291868350432,0.00355007957122544,5601.27313871444,44.8575008077621,110.822967087608,0.887519892806357,64236.3637737571,514.433534753558,1270.93684811103,10.1782307841249,69837.6369124715,559.291035561321,1381.75981519864,11.0657506769313,0.0487554552,0.000964642157802547,0.00294417000000001,5.8251338031555e-05
"22","Hib","Alabama","All ages",5054253,5,5,"5 Years",0.878,2.367758755678,0.144249435877085,0.0468468585897462,0.00285402087859639,2.2493708178941,0.13703696408323,0.0445045156602589,0.00271131983466657,0.0947103502271202,0.00576997743508338,0.00187387434358985,0.000114160835143856,23.67758755678,1.44249435877085,0.468468585897462,0.0285402087859639,5919.39688919501,360.623589692712,117.117146474365,7.13505219649099,67884.6616615533,4135.69335385345,1343.11957991722,81.8260058183365,73804.0585507483,4496.31694354616,1460.23672639158,88.9610580148275,0.0487554552,0.000964642157802547,0.00294417000000001,5.8251338031555e-05
"23","Hib","Alabama","All ages",5054253,5,10,"10 Years",0.878,2.42750409799409,0.203995812155835,0.0480289391527113,0.00403612189884113,2.30612889309438,0.193796021548043,0.0456274921950757,0.00383431580389907,0.0971001639197634,0.00815983248623339,0.00192115756610845,0.000161444875953645,24.2750409799409,2.03995812155835,0.480289391527113,0.0403612189884113,6068.76024498521,509.989530389587,120.072347881778,10.0903047471028,69597.5863162526,5848.64765270701,1377.01033795207,115.717350372192,75666.3465612378,6358.63718309659,1497.08268583385,125.807655119294,0.0487554552,0.000964642157802547,0.00294417000000001,5.8251338031555e-05
"24","Hib","Alabama","All ages",5054253,5,20,"20 Years",0.878,2.5346393348815,0.311131924859619,0.0501486438229645,0.00615584389739925,2.40790736813742,0.295575328616638,0.0476412116318163,0.00584805170252929,0.10138557339526,0.0124452769943847,0.00200594575291858,0.00024623375589597,25.346393348815,3.11131924859619,0.501486438229645,0.0615584389739925,6336.59833720375,777.829812149047,125.371609557411,15.3896097434981,72669.1996259666,8920.28607245295,1437.78318232124,176.490691551312,79005.7979631703,9698.115884602,1563.15479187865,191.88030129481,0.0487554552,0.000964642157802547,0.00294417000000001,5.8251338031555e-05
"25","Hib","Alabama","All ages",5054253,6,1,"1 Year",0.878,2.24410645288239,0.0215401977197173,0.0444003585274103,0.000426179649489594,2.13190113023827,0.0204631878337314,0.0421803406010398,0.000404870667015114,0.0897642581152956,0.000861607908788689,0.00177601434109641,1.70471859795837e-05,22.4410645288239,0.215401977197173,0.444003585274103,0.00426179649489594,5610.26613220597,53.8504942992932,111.000896318526,1.06544912372399,64339.4969699128,617.566730909318,1272.97737113502,12.218753808116,69949.7631021188,671.417225208614,1383.97826745355,13.2842029318401,0.0481666212,0.000952991890196237,0.00353300399999999,6.99016056378656e-05
"26","Hib","Alabama","All ages",5054253,6,5,"5 Years",0.878,2.39704587467709,0.173536554876166,0.0474263135358892,0.00343347582473939,2.27719358094323,0.164859727132357,0.0450549978590947,0.00326180203350242,0.0958818349870834,0.00694146219504662,0.00189705254143557,0.000137339032989576,23.9704587467709,1.73536554876166,0.474263135358892,0.034334758247394,5992.61468669271,433.841387190414,118.565783839723,8.58368956184849,68724.3359567181,4975.36764901827,1359.73280238876,98.4392282898831,74716.9506434109,5409.20903620868,1478.29858622849,107.022917851732,0.0481666212,0.000952991890196237,0.00353300399999999,6.99016056378656e-05
"27","Hib","Alabama","All ages",5054253,6,10,"10 Years",0.878,2.469960821907,0.246452536068751,0.0488689589125634,0.0048761416586932,2.34646278081165,0.234129909265313,0.0464255109669352,0.00463233457575854,0.0987984328762801,0.00985810144275004,0.00195475835650253,0.000195045666347728,24.69960821907,2.46452536068751,0.488689589125634,0.0487614165869321,6174.9020547675,616.131340171878,122.172397281408,12.190354146733,70814.8388472272,7065.9001836816,1401.09406567552,139.801078095647,76989.7409019947,7682.03152385347,1523.26646295693,151.99143224238,0.0481666212,0.000952991890196237,0.00353300399999999,6.99016056378656e-05
"28","Hib","Alabama","All ages",5054253,6,20,"20 Years",0.878,2.60269300696572,0.379185596943839,0.051495107327744,0.00750230740217869,2.47255835661743,0.360226317096647,0.0489203519613568,0.00712719203206976,0.104107720278629,0.0151674238777536,0.00205980429310976,0.000300092296087148,26.0269300696572,3.79185596943839,0.51495107327744,0.075023074021787,6506.7325174143,947.963992359597,128.73776831936,18.7557685054467,74620.3276677002,10871.4141141865,1476.38686998257,215.094379212646,81127.0601851145,11819.3781065461,1605.12463830193,233.850147718093,0.0481666212,0.000952991890196237,0.00353300399999999,6.99016056378656e-05
"29","Hib","Alabama","All ages",5054253,7,1,"1 Year",0.878,2.24770652439778,0.0251402692351075,0.0444715870851297,0.000497408207209009,2.13532119817789,0.0238832557733521,0.0422480077308732,0.000472537796848557,0.0899082609759112,0.0010056107694043,0.00177886348340519,1.98963282883604e-05,22.4770652439778,0.251402692351076,0.444715870851297,0.0049740820720901,5619.26631099445,62.8506730877691,111.178967712824,1.24352051802253,64442.7125682898,720.782329286307,1275.01952451311,14.2609071862114,70061.9788792843,783.633002374077,1386.19849222594,15.504427704234,0.0475777872,0.000941341622589926,0.004121838,8.15518732441766e-05
"30","Hib","Alabama","All ages",5054253,7,5,"5 Years",0.878,2.42648120582016,0.202971886019241,0.0480087009063488,0.004015863195199,2.30515714552915,0.192823291718279,0.0456082658610314,0.00381507003543905,0.0970592482328064,0.00811887544076964,0.00192034803625395,0.00016063452780796,24.2648120582016,2.02971886019241,0.480087009063488,0.04015863195199,6066.2030145504,507.429715048103,120.021752265872,10.0396579879975,69568.2595577825,5819.29125008263,1376.43009872641,115.136524627529,75634.4625723329,6326.72096513073,1496.45185099228,125.176182615527,0.0475777872,0.000941341622589926,0.004121838,8.15518732441766e-05
"31","Hib","Alabama","All ages",5054253,7,10,"10 Years",0.878,2.51299731904972,0.289489033211465,0.0497204496698071,0.00572763241593694,2.38734745309723,0.275014581550892,0.0472344271863168,0.0054412507951401,0.100519892761989,0.0115795613284586,0.00198881798679228,0.000229105296637478,25.1299731904972,2.89489033211465,0.497204496698071,0.0572763241593694,6282.49329762429,723.722583028664,124.301124174518,14.3190810398424,72048.7137260026,8299.77506245699,1425.50667182673,164.213684246851,78331.2070236268,9023.49764548565,1549.80779600125,178.532765286693,0.0475777872,0.000941341622589926,0.004121838,8.15518732441766e-05
"32","Hib","Alabama","All ages",5054253,7,20,"20 Years",0.878,2.67292191960549,0.449414509583608,0.0528846086574117,0.00889180873184638,2.53927582362521,0.426943784104427,0.0502403782245411,0.00844721829525406,0.10691687678422,0.0179765803833443,0.00211538434629647,0.000355672349273855,26.7292191960549,4.49414509583608,0.528846086574117,0.0889180873184638,6682.30479901372,1123.53627395902,132.211521643529,22.229521829616,76633.8207915148,12884.9072380011,1516.22447058971,254.93197981979,83316.1255905285,14008.4435119602,1648.43599223324,277.161501649406,0.0475777872,0.000941341622589926,0.004121838,8.15518732441766e-05
"33","Hib","Alabama","All ages",5054253,8,1,"1 Year",0.878,2.25130947361787,0.0287432184551965,0.0445428725791501,0.000568693701229371,2.13874399993698,0.0273060575324367,0.0423157289501925,0.000540259016167902,0.0900523789447148,0.00114972873820786,0.001781714903166,2.27477480491748e-05,22.5130947361787,0.287432184551965,0.445428725791501,0.00568693701229372,5628.27368404467,71.8580461379914,111.357181447875,1.42173425307343,64546.010671698,824.080432694423,1277.06331027944,16.3046929525377,70174.2843557426,895.938478832416,1388.42049172732,17.7264272056111,0.0469889532,0.000929691354983615,0.004710672,9.32021408504877e-05
"34","Hib","Alabama","All ages",5054253,8,5,"5 Years",0.878,2.45606582563813,0.232556505837214,0.0485940420006306,0.00460120428948085,2.33326253435623,0.220928680545354,0.0461643399005991,0.0043711440750068,0.0982426330255254,0.00930226023348858,0.00194376168002523,0.000184048171579234,24.5606582563813,2.32556505837214,0.485940420006306,0.0460120428948085,6140.16456409534,581.391264593036,121.485105001577,11.5030107237021,70416.4633293503,6667.49502165045,1393.21207959614,131.91850549726,76556.6278934457,7248.88628624349,1514.69718459772,143.421516220963,0.0469889532,0.000929691354983615,0.004710672,9.32021408504877e-05
"35","Hib","Alabama","All ages",5054253,8,10,"10 Years",0.878,2.5566259031858,0.333117617347546,0.0505836550561635,0.00659083780229335,2.42879460802651,0.316461736480168,0.0480544723033554,0.00626129591217868,0.102265036127432,0.0133247046939018,0.00202334620224654,0.000263633512091734,25.566259031858,3.33117617347546,0.505836550561635,0.0659083780229335,6391.56475796449,832.794043368865,126.459137640409,16.4770945057334,73299.5639934752,9550.62532992959,1450.25514143188,188.962153852005,79691.1287514397,10383.4193732985,1576.71427907229,205.439248357739,0.0469889532,0.000929691354983615,0.004710672,9.32021408504877e-05
"36","Hib","Alabama","All ages",5054253,8,20,"20 Years",0.878,2.74543961730632,0.521932207284438,0.0543193943260521,0.0103265944004868,2.608167636441,0.495835596920216,0.0516034246097495,0.00981026468046249,0.109817584692253,0.0208772882913775,0.00217277577304208,0.000413063776019473,27.4543961730632,5.21932207284438,0.543193943260521,0.103265944004868,6863.5990432658,1304.83051821109,135.79848581513,25.8164860012171,78712.9343672076,14964.020813694,1557.36039266747,296.06790189755,85576.5334104734,16268.851331905,1693.1588784826,321.884387898767,0.0469889532,0.000929691354983615,0.004710672,9.32021408504877e-05
"37","Hib","Alabama","All ages",5054253,9,1,"1 Year",0.878,2.2549153041341,0.0323490489714308,0.0446142150805293,0.00064003620260859,2.1421695389274,0.0307315965228592,0.0423835043265028,0.000608034392478161,0.0901966121653641,0.00129396195885723,0.00178456860322117,2.56014481043437e-05,22.549153041341,0.323490489714308,0.446142150805293,0.00640036202608592,5637.28826033526,80.8726224285769,111.535537701323,1.60009050652148,64649.3913831055,927.46114410198,1279.10873047126,18.3501131443555,70286.6796434408,1008.33376653056,1390.64426817258,19.9502036508769,0.0464001192,0.000918041087377304,0.005299506,0.000104852408456799
"38","Hib","Alabama","All ages",5054253,9,5,"5 Years",0.878,2.48580082019753,0.262291500396607,0.0491823583069056,0.00518952059575583,2.36151077918765,0.249176925376776,0.0467232403915603,0.00493004456596803,0.0994320328079011,0.0104916600158643,0.00196729433227622,0.000207580823830233,24.8580082019753,2.62291500396607,0.491823583069056,0.0518952059575583,6214.50205049382,655.728750991517,122.955895767264,12.9738014893896,71268.9784094158,7520.01010171589,1410.07936107306,148.785786974176,77483.4804599096,8175.7388527074,1533.03525684032,161.759588463565,0.0464001192,0.000918041087377304,0.005299506,0.000104852408456799
"39","Hib","Alabama","All ages",5054253,9,10,"10 Years",0.878,2.60085922362202,0.377350937783765,0.0514588253421824,0.00746600808831225,2.47081626244091,0.358483390894576,0.0488858840750733,0.00709270768389664,0.104034368944881,0.0150940375113506,0.0020583530136873,0.00029864032353249,26.0085922362202,3.77350937783765,0.514588253421824,0.0746600808831225,6502.14805905504,943.377344459412,128.647063355456,18.6650202207806,74567.7523107093,10818.8136471638,1475.34664985527,214.05366227539,81069.9003697644,11762.1909916232,1603.99371321072,232.718682496171,0.0464001192,0.000918041087377304,0.005299506,0.000104852408456799
"40","Hib","Alabama","All ages",5054253,9,20,"20 Years",0.878,2.82036759618582,0.596860186163944,0.0558018681729194,0.0118090682473541,2.67934921637653,0.567017176855747,0.0530117747642734,0.0112186148349864,0.112814703847433,0.0238744074465578,0.00223207472691678,0.000472362729894166,28.2036759618582,5.96860186163944,0.558018681729194,0.118090682473541,7050.91899046456,1492.15046540986,139.504670432299,29.5226706183854,80861.151740714,17112.2381872003,1599.86355532091,338.57106455099,87912.0707311785,18604.3886526102,1739.36822575321,368.093735169375,0.0464001192,0.000918041087377304,0.005299506,0.000104852408456799
"41","Hib","Alabama","All ages",5054253,10,1,"1 Year",0.878,2.25852401954346,0.0359577643807921,0.0446856146604348,0.000711435782514094,2.14559781856629,0.0341598761617524,0.042451333927413,0.000675863993388388,0.0903409607817386,0.00143831057523169,0.00178742458641739,2.84574313005638e-05,22.5852401954346,0.35957764380792,0.446856146604348,0.00711435782514093,5646.31004885866,89.89441095198,111.714036651087,1.77858945628523,64752.8548056395,1030.924566636,1281.15578712897,20.3971698020656,70399.1648544982,1120.81897758798,1392.86982378006,22.1757592583509,0.0458112852,0.000906390819770993,0.00588834,0.00011650267606311
"42","Hib","Alabama","All ages",5054253,10,5,"5 Years",0.878,2.51568728519712,0.292177965396197,0.0497736715039219,0.00578083379277208,2.38990292093726,0.277569067126387,0.0472849879287258,0.00549179210313348,0.100627491407885,0.0116871186158479,0.00199094686015688,0.000231233351710883,25.1568728519712,2.92177965396197,0.497736715039219,0.0578083379277208,6289.21821299279,730.444913490492,124.434178759805,14.4520844819302,72125.836212134,8376.86790443408,1427.03256469619,165.738990597306,78415.0544251268,9107.31281792457,1551.46674345599,180.191075079237,0.0458112852,0.000906390819770993,0.00588834,0.00011650267606311
"43","Hib","Alabama","All ages",5054253,10,10,"10 Years",0.878,2.64571027614503,0.422201990306778,0.0523462176536281,0.00835340039975794,2.51342476233778,0.401091890791439,0.0497289067709467,0.00793573037977004,0.105828411045801,0.0168880796122711,0.00209384870614512,0.000334136015990317,26.4571027614503,4.22201990306777,0.523462176536281,0.0835340039975794,6614.27569036257,1055.50497576694,130.86554413407,20.8835009993948,75853.6512724967,12104.7126089511,1500.78856900311,239.495581423232,82467.9269628593,13160.2175847181,1631.65411313718,260.379082422627,0.0458112852,0.000906390819770993,0.00588834,0.00011650267606311
"44","Hib","Alabama","All ages",5054253,10,20,"20 Years",0.878,2.89783599865973,0.674328588637854,0.0573346051070205,0.0133418051814552,2.75294419872675,0.640612159205961,0.0544678748516694,0.0126747149223824,0.115913439946389,0.0269731435455142,0.00229338420428082,0.000533672207258207,28.9783599865973,6.74328588637854,0.573346051070205,0.133418051814552,7244.58999664934,1685.82147159464,143.336512767551,33.354512953638,83082.204151054,19333.2905975404,1643.80778229847,382.515291528548,90326.7941477033,21019.112069135,1787.14429506602,415.869804482186,0.0458112852,0.000906390819770993,0.00588834,0.00011650267606311
