"source","vaccine","state_name","season","season_start","month","month_rank","vaccine_coverage_estimate","sample_size"
"cdc_iis","nirsevimab","Maryland","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","Maryland","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","Maryland","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","Maryland","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","Maryland","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","Massachusetts","2024-25",2024,"SEP",1,NA,NA
"cdc_iis","nirsevimab","Massachusetts","2024-25",2024,"OCT",2,NA,NA
"cdc_iis","nirsevimab","Massachusetts","2024-25",2024,"NOV",3,NA,NA
"cdc_iis","nirsevimab","Massachusetts","2024-25",2024,"DEC",4,NA,NA
"cdc_iis","nirsevimab","Massachusetts","2024-25",2024,"JAN",5,NA,NA
"cdc_iis","nirsevimab","Massachusetts","2024-25",2024,"FEB",6,NA,NA
"cdc_iis","nirsevimab","Massachusetts","2024-25",2024,"MAR",7,NA,NA
"cdc_iis","nirsevimab","Massachusetts","2025-26",2025,"SEP",1,NA,NA
"cdc_iis","nirsevimab","Massachusetts","2025-26",2025,"OCT",2,NA,NA
"cdc_iis","nirsevimab","Massachusetts","2025-26",2025,"NOV",3,NA,NA
"cdc_iis","nirsevimab","Massachusetts","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","Massachusetts","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","Massachusetts","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","Massachusetts","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","Massachusetts","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","Michigan","2024-25",2024,"SEP",1,1.02735280482151,53925
"cdc_iis","nirsevimab","Michigan","2024-25",2024,"OCT",2,19.505022889115,62912
"cdc_iis","nirsevimab","Michigan","2024-25",2024,"NOV",3,27.7569924477392,71899
"cdc_iis","nirsevimab","Michigan","2024-25",2024,"DEC",4,30.7107446190364,80887
"cdc_iis","nirsevimab","Michigan","2024-25",2024,"JAN",5,31.5452744954047,89874
"cdc_iis","nirsevimab","Michigan","2024-25",2024,"FEB",6,30.137970099735,98862
"cdc_iis","nirsevimab","Michigan","2024-25",2024,"MAR",7,28.1328524140233,107849
"cdc_iis","nirsevimab","Michigan","2025-26",2025,"SEP",1,NA,NA
"cdc_iis","nirsevimab","Michigan","2025-26",2025,"OCT",2,NA,NA
"cdc_iis","nirsevimab","Michigan","2025-26",2025,"NOV",3,NA,NA
"cdc_iis","nirsevimab","Michigan","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","Michigan","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","Michigan","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","Michigan","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","Michigan","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","Minnesota","2024-25",2024,"SEP",1,7.50414219008887,33195
"cdc_iis","nirsevimab","Minnesota","2024-25",2024,"OCT",2,28.3851476967569,38728
"cdc_iis","nirsevimab","Minnesota","2024-25",2024,"NOV",3,38.0772706732942,44260
"cdc_iis","nirsevimab","Minnesota","2024-25",2024,"DEC",4,39.144056393469,49793
"cdc_iis","nirsevimab","Minnesota","2024-25",2024,"JAN",5,38.4654315408947,55325
"cdc_iis","nirsevimab","Minnesota","2024-25",2024,"FEB",6,36.9466627230602,60858
"cdc_iis","nirsevimab","Minnesota","2024-25",2024,"MAR",7,35.7840036150023,66390
"cdc_iis","nirsevimab","Minnesota","2025-26",2025,"SEP",1,NA,NA
"cdc_iis","nirsevimab","Minnesota","2025-26",2025,"OCT",2,NA,NA
"cdc_iis","nirsevimab","Minnesota","2025-26",2025,"NOV",3,NA,NA
"cdc_iis","nirsevimab","Minnesota","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","Minnesota","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","Minnesota","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","Minnesota","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","Minnesota","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","Mississippi","2024-25",2024,"SEP",1,2.97571993224167,17710
"cdc_iis","nirsevimab","Mississippi","2024-25",2024,"OCT",2,17.9516964328929,20661
"cdc_iis","nirsevimab","Mississippi","2024-25",2024,"NOV",3,27.2773472239868,23613
"cdc_iis","nirsevimab","Mississippi","2024-25",2024,"DEC",4,32.047131456106,26564
"cdc_iis","nirsevimab","Mississippi","2024-25",2024,"JAN",5,33.8460496002168,29516
"cdc_iis","nirsevimab","Mississippi","2024-25",2024,"FEB",6,33.4863091754705,32467
"cdc_iis","nirsevimab","Mississippi","2024-25",2024,"MAR",7,32.4938592280979,35419
"cdc_iis","nirsevimab","Mississippi","2025-26",2025,"SEP",1,1.98227332614684,16698
"cdc_iis","nirsevimab","Mississippi","2025-26",2025,"OCT",2,23.1160164271047,19480
"cdc_iis","nirsevimab","Mississippi","2025-26",2025,"NOV",3,33.2165476350896,22263
"cdc_iis","nirsevimab","Mississippi","2025-26",2025,"DEC",4,38.3773856104767,25046
"cdc_iis","nirsevimab","Mississippi","2025-26",2025,"JAN",5,39.9008228826045,27829
"cdc_iis","nirsevimab","Mississippi","2025-26",2025,"FEB",6,39.9418528681563,30612
"cdc_iis","nirsevimab","Mississippi","2025-26",2025,"MAR",7,39.3561910465639,33395
"cdc_iis","nirsevimab","Mississippi","2025-26",2025,"APR",8,39.8981883515496,33395
"cdc_iis","nirsevimab","Missouri","2024-25",2024,"SEP",1,0.988136775994417,35825
"cdc_iis","nirsevimab","Missouri","2024-25",2024,"OCT",2,23.0506041392511,41795
"cdc_iis","nirsevimab","Missouri","2024-25",2024,"NOV",3,31.3046937151949,47766
"cdc_iis","nirsevimab","Missouri","2024-25",2024,"DEC",4,33.7142006438767,53737
"cdc_iis","nirsevimab","Missouri","2024-25",2024,"JAN",5,33.7057010785824,59708
"cdc_iis","nirsevimab","Missouri","2024-25",2024,"FEB",6,33.1252474192271,65678
"cdc_iis","nirsevimab","Missouri","2024-25",2024,"MAR",7,32.610364415414,71649
"cdc_iis","nirsevimab","Missouri","2025-26",2025,"SEP",1,1.00871842175737,33607
"cdc_iis","nirsevimab","Missouri","2025-26",2025,"OCT",2,29.0705978371761,39208
"cdc_iis","nirsevimab","Missouri","2025-26",2025,"NOV",3,37.2335914660001,44809
"cdc_iis","nirsevimab","Missouri","2025-26",2025,"DEC",4,39.2930114459146,50411
"cdc_iis","nirsevimab","Missouri","2025-26",2025,"JAN",5,38.8523887738342,56012
"cdc_iis","nirsevimab","Missouri","2025-26",2025,"FEB",6,37.8166945287521,61613
"cdc_iis","nirsevimab","Missouri","2025-26",2025,"MAR",7,37.2571190525783,67214
"cdc_iis","nirsevimab","Missouri","2025-26",2025,"APR",8,38.3089832475377,67214
"cdc_iis","nirsevimab","Montana","2024-25",2024,"SEP",1,0.651064578567658,5683
"cdc_iis","nirsevimab","Montana","2024-25",2024,"OCT",2,18.2503770739065,6630
"cdc_iis","nirsevimab","Montana","2024-25",2024,"NOV",3,27.5702784743302,7577
"cdc_iis","nirsevimab","Montana","2024-25",2024,"DEC",4,29.622243078367,8524
"cdc_iis","nirsevimab","Montana","2024-25",2024,"JAN",5,29.2894097772147,9471
"cdc_iis","nirsevimab","Montana","2024-25",2024,"FEB",6,28.44115953158,10418
"cdc_iis","nirsevimab","Montana","2024-25",2024,"MAR",7,NA,NA
"cdc_iis","nirsevimab","Montana","2025-26",2025,"SEP",1,0.673400673400673,5643
"cdc_iis","nirsevimab","Montana","2025-26",2025,"OCT",2,22.6796293483214,6583
"cdc_iis","nirsevimab","Montana","2025-26",2025,"NOV",3,32.3009437724312,7523
"cdc_iis","nirsevimab","Montana","2025-26",2025,"DEC",4,34.9007561436673,8464
"cdc_iis","nirsevimab","Montana","2025-26",2025,"JAN",5,33.9749042960442,9404
"cdc_iis","nirsevimab","Montana","2025-26",2025,"FEB",6,32.2861285645239,10345
"cdc_iis","nirsevimab","Montana","2025-26",2025,"MAR",7,31.298183429331,11285
"cdc_iis","nirsevimab","Montana","2025-26",2025,"APR",8,31.7589720868409,11285
"cdc_iis","nirsevimab","Nebraska","2024-25",2024,"SEP",1,NA,NA
"cdc_iis","nirsevimab","Nebraska","2024-25",2024,"OCT",2,NA,NA
"cdc_iis","nirsevimab","Nebraska","2024-25",2024,"NOV",3,NA,NA
"cdc_iis","nirsevimab","Nebraska","2024-25",2024,"DEC",4,NA,NA
"cdc_iis","nirsevimab","Nebraska","2024-25",2024,"JAN",5,NA,NA
"cdc_iis","nirsevimab","Nebraska","2024-25",2024,"FEB",6,NA,NA
"cdc_iis","nirsevimab","Nebraska","2024-25",2024,"MAR",7,NA,NA
"cdc_iis","nirsevimab","Nebraska","2025-26",2025,"SEP",1,NA,NA
"cdc_iis","nirsevimab","Nebraska","2025-26",2025,"OCT",2,NA,NA
"cdc_iis","nirsevimab","Nebraska","2025-26",2025,"NOV",3,NA,NA
"cdc_iis","nirsevimab","Nebraska","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","Nebraska","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","Nebraska","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","Nebraska","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","Nebraska","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","Nevada","2024-25",2024,"SEP",1,1.04190006721936,17852
"cdc_iis","nirsevimab","Nevada","2024-25",2024,"OCT",2,8.23450328899986,20827
"cdc_iis","nirsevimab","Nevada","2024-25",2024,"NOV",3,13.6285342183758,23803
"cdc_iis","nirsevimab","Nevada","2024-25",2024,"DEC",4,17.7272387781014,26778
"cdc_iis","nirsevimab","Nevada","2024-25",2024,"JAN",5,19.893792222633,29753
"cdc_iis","nirsevimab","Nevada","2024-25",2024,"FEB",6,20.9997250145131,32729
"cdc_iis","nirsevimab","Nevada","2024-25",2024,"MAR",7,21.2749271790276,35704
"cdc_iis","nirsevimab","Nevada","2025-26",2025,"SEP",1,NA,NA
"cdc_iis","nirsevimab","Nevada","2025-26",2025,"OCT",2,NA,NA
"cdc_iis","nirsevimab","Nevada","2025-26",2025,"NOV",3,NA,NA
"cdc_iis","nirsevimab","Nevada","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","Nevada","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","Nevada","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","Nevada","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","Nevada","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","New Hampshire","2024-25",2024,"SEP",1,NA,NA
"cdc_iis","nirsevimab","New Hampshire","2024-25",2024,"OCT",2,NA,NA
"cdc_iis","nirsevimab","New Hampshire","2024-25",2024,"NOV",3,NA,NA
"cdc_iis","nirsevimab","New Hampshire","2024-25",2024,"DEC",4,NA,NA
"cdc_iis","nirsevimab","New Hampshire","2024-25",2024,"JAN",5,NA,NA
"cdc_iis","nirsevimab","New Hampshire","2024-25",2024,"FEB",6,NA,NA
"cdc_iis","nirsevimab","New Hampshire","2024-25",2024,"MAR",7,NA,NA
"cdc_iis","nirsevimab","New Hampshire","2025-26",2025,"SEP",1,NA,NA
"cdc_iis","nirsevimab","New Hampshire","2025-26",2025,"OCT",2,NA,NA
"cdc_iis","nirsevimab","New Hampshire","2025-26",2025,"NOV",3,NA,NA
"cdc_iis","nirsevimab","New Hampshire","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","New Hampshire","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","New Hampshire","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","New Hampshire","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","New Hampshire","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","New Jersey","2024-25",2024,"SEP",1,2.04811770144514,49753
"cdc_iis","nirsevimab","New Jersey","2024-25",2024,"OCT",2,18.7010078387458,58045
"cdc_iis","nirsevimab","New Jersey","2024-25",2024,"NOV",3,26.1166468185176,66337
"cdc_iis","nirsevimab","New Jersey","2024-25",2024,"DEC",4,29.4452632989414,74630
"cdc_iis","nirsevimab","New Jersey","2024-25",2024,"JAN",5,30.8675622874509,82922
"cdc_iis","nirsevimab","New Jersey","2024-25",2024,"FEB",6,30.6268774530226,91214
"cdc_iis","nirsevimab","New Jersey","2024-25",2024,"MAR",7,30.0373846803208,99506
"cdc_iis","nirsevimab","New Jersey","2025-26",2025,"SEP",1,NA,NA
"cdc_iis","nirsevimab","New Jersey","2025-26",2025,"OCT",2,NA,NA
"cdc_iis","nirsevimab","New Jersey","2025-26",2025,"NOV",3,NA,NA
"cdc_iis","nirsevimab","New Jersey","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","New Jersey","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","New Jersey","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","New Jersey","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","New Jersey","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","New Mexico","2024-25",2024,"SEP",1,1.69206236711552,11288
"cdc_iis","nirsevimab","New Mexico","2024-25",2024,"OCT",2,16.3338142607639,13169
"cdc_iis","nirsevimab","New Mexico","2024-25",2024,"NOV",3,25.752441698226,15051
"cdc_iis","nirsevimab","New Mexico","2024-25",2024,"DEC",4,29.9373966454052,16932
"cdc_iis","nirsevimab","New Mexico","2024-25",2024,"JAN",5,32.4190719183543,18813
"cdc_iis","nirsevimab","New Mexico","2024-25",2024,"FEB",6,33.2930659579609,20695
"cdc_iis","nirsevimab","New Mexico","2024-25",2024,"MAR",7,33.1901133947555,22576
"cdc_iis","nirsevimab","New Mexico","2025-26",2025,"SEP",1,0.725478816018572,10338
"cdc_iis","nirsevimab","New Mexico","2025-26",2025,"OCT",2,27.8358208955224,12060
"cdc_iis","nirsevimab","New Mexico","2025-26",2025,"NOV",3,39.4181237756657,13783
"cdc_iis","nirsevimab","New Mexico","2025-26",2025,"DEC",4,43.2155294724623,15506
"cdc_iis","nirsevimab","New Mexico","2025-26",2025,"JAN",5,43.3803470892101,17229
"cdc_iis","nirsevimab","New Mexico","2025-26",2025,"FEB",6,42.4546222034614,18952
"cdc_iis","nirsevimab","New Mexico","2025-26",2025,"MAR",7,41.509068923821,20675
"cdc_iis","nirsevimab","New Mexico","2025-26",2025,"APR",8,43.1438935912938,20675
"cdc_iis","nirsevimab","New York","2024-25",2024,"SEP",1,0.65709682674728,110486
"cdc_iis","nirsevimab","New York","2024-25",2024,"OCT",2,10.0767255490648,128901
"cdc_iis","nirsevimab","New York","2024-25",2024,"NOV",3,31.2778739435903,147315
"cdc_iis","nirsevimab","New York","2024-25",2024,"DEC",4,36.724189947505,165730
"cdc_iis","nirsevimab","New York","2024-25",2024,"JAN",5,37.2770075430508,184143
"cdc_iis","nirsevimab","New York","2024-25",2024,"FEB",6,35.704835158325,202558
"cdc_iis","nirsevimab","New York","2024-25",2024,"MAR",7,33.9477399851565,220972
"cdc_iis","nirsevimab","New York","2025-26",2025,"SEP",1,NA,NA
"cdc_iis","nirsevimab","New York","2025-26",2025,"OCT",2,NA,NA
"cdc_iis","nirsevimab","New York","2025-26",2025,"NOV",3,NA,NA
"cdc_iis","nirsevimab","New York","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","New York","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","New York","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","New York","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","New York","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","North Carolina","2024-25",2024,"SEP",1,5.81692164652185,59155
"cdc_iis","nirsevimab","North Carolina","2024-25",2024,"OCT",2,28.3768510736952,69014
"cdc_iis","nirsevimab","North Carolina","2024-25",2024,"NOV",3,38.0332940296426,78873
"cdc_iis","nirsevimab","North Carolina","2024-25",2024,"DEC",4,41.3548663390885,88732
"cdc_iis","nirsevimab","North Carolina","2024-25",2024,"JAN",5,42.5373512795286,98591
"cdc_iis","nirsevimab","North Carolina","2024-25",2024,"FEB",6,41.8248040571692,108450
"cdc_iis","nirsevimab","North Carolina","2024-25",2024,"MAR",7,41.2555257841753,118309
"cdc_iis","nirsevimab","North Carolina","2025-26",2025,"SEP",1,NA,NA
"cdc_iis","nirsevimab","North Carolina","2025-26",2025,"OCT",2,NA,NA
"cdc_iis","nirsevimab","North Carolina","2025-26",2025,"NOV",3,NA,NA
"cdc_iis","nirsevimab","North Carolina","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","North Carolina","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","North Carolina","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","North Carolina","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","North Carolina","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","North Dakota","2024-25",2024,"SEP",1,0.229445506692161,5230
"cdc_iis","nirsevimab","North Dakota","2024-25",2024,"OCT",2,26.2252089821341,6101
"cdc_iis","nirsevimab","North Dakota","2024-25",2024,"NOV",3,37.243654094364,6973
"cdc_iis","nirsevimab","North Dakota","2024-25",2024,"DEC",4,38.9469658337583,7844
"cdc_iis","nirsevimab","North Dakota","2024-25",2024,"JAN",5,38.4235888022028,8716
"cdc_iis","nirsevimab","North Dakota","2024-25",2024,"FEB",6,37.2170647752164,9587
"cdc_iis","nirsevimab","North Dakota","2024-25",2024,"MAR",7,36.361028779042,10459
"cdc_iis","nirsevimab","North Dakota","2025-26",2025,"SEP",1,NA,NA
"cdc_iis","nirsevimab","North Dakota","2025-26",2025,"OCT",2,NA,NA
"cdc_iis","nirsevimab","North Dakota","2025-26",2025,"NOV",3,NA,NA
"cdc_iis","nirsevimab","North Dakota","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","North Dakota","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","North Dakota","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","North Dakota","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","North Dakota","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","Ohio","2024-25",2024,"SEP",1,0.692282112518516,66158
"cdc_iis","nirsevimab","Ohio","2024-25",2024,"OCT",2,25.6996268656716,77184
"cdc_iis","nirsevimab","Ohio","2024-25",2024,"NOV",3,33.4096654612237,88211
"cdc_iis","nirsevimab","Ohio","2024-25",2024,"DEC",4,38.4705301450064,99237
"cdc_iis","nirsevimab","Ohio","2024-25",2024,"JAN",5,39.011273047169,110263
"cdc_iis","nirsevimab","Ohio","2024-25",2024,"FEB",6,38.2381070162421,121290
"cdc_iis","nirsevimab","Ohio","2024-25",2024,"MAR",7,37.2902747966988,132316
"cdc_iis","nirsevimab","Ohio","2025-26",2025,"SEP",1,NA,NA
"cdc_iis","nirsevimab","Ohio","2025-26",2025,"OCT",2,NA,NA
"cdc_iis","nirsevimab","Ohio","2025-26",2025,"NOV",3,NA,NA
"cdc_iis","nirsevimab","Ohio","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","Ohio","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","Ohio","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","Ohio","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","Ohio","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","Oklahoma","2024-25",2024,"SEP",1,1.36823075026707,24338
"cdc_iis","nirsevimab","Oklahoma","2024-25",2024,"OCT",2,14.6439388603226,28394
"cdc_iis","nirsevimab","Oklahoma","2024-25",2024,"NOV",3,22.5947611710324,32450
"cdc_iis","nirsevimab","Oklahoma","2024-25",2024,"DEC",4,26.6120637703391,36506
"cdc_iis","nirsevimab","Oklahoma","2024-25",2024,"JAN",5,28.880999926041,40563
"cdc_iis","nirsevimab","Oklahoma","2024-25",2024,"FEB",6,29.1266052578498,44619
"cdc_iis","nirsevimab","Oklahoma","2024-25",2024,"MAR",7,28.9306625577812,48675
"cdc_iis","nirsevimab","Oklahoma","2025-26",2025,"SEP",1,1.3161792712345,23629
"cdc_iis","nirsevimab","Oklahoma","2025-26",2025,"OCT",2,23.0275329197954,27567
"cdc_iis","nirsevimab","Oklahoma","2025-26",2025,"NOV",3,32.8487541660054,31505
"cdc_iis","nirsevimab","Oklahoma","2025-26",2025,"DEC",4,36.8186434939623,35444
"cdc_iis","nirsevimab","Oklahoma","2025-26",2025,"JAN",5,37.7659844599055,39382
"cdc_iis","nirsevimab","Oklahoma","2025-26",2025,"FEB",6,37.590027700831,43320
"cdc_iis","nirsevimab","Oklahoma","2025-26",2025,"MAR",7,36.9397773921876,47258
"cdc_iis","nirsevimab","Oklahoma","2025-26",2025,"APR",8,37.2466037496297,47258
"cdc_iis","nirsevimab","Oregon","2024-25",2024,"SEP",1,0.828216478652006,21009
"cdc_iis","nirsevimab","Oregon","2024-25",2024,"OCT",2,23.2018277508058,24511
"cdc_iis","nirsevimab","Oregon","2024-25",2024,"NOV",3,31.8791946308725,28012
"cdc_iis","nirsevimab","Oregon","2024-25",2024,"DEC",4,33.9848956019547,31514
"cdc_iis","nirsevimab","Oregon","2024-25",2024,"JAN",5,33.9111809224618,35015
"cdc_iis","nirsevimab","Oregon","2024-25",2024,"FEB",6,33.2502531349794,38517
"cdc_iis","nirsevimab","Oregon","2024-25",2024,"MAR",7,NA,42018
"cdc_iis","nirsevimab","Oregon","2025-26",2025,"SEP",1,NA,NA
"cdc_iis","nirsevimab","Oregon","2025-26",2025,"OCT",2,NA,NA
"cdc_iis","nirsevimab","Oregon","2025-26",2025,"NOV",3,NA,NA
"cdc_iis","nirsevimab","Oregon","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","Oregon","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","Oregon","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","Oregon","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","Oregon","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","Pennsylvania","2024-25",2024,"SEP",1,0.718494468494469,66528
"cdc_iis","nirsevimab","Pennsylvania","2024-25",2024,"OCT",2,17.5427746856318,77616
"cdc_iis","nirsevimab","Pennsylvania","2024-25",2024,"NOV",3,34.6639910713279,88703
"cdc_iis","nirsevimab","Pennsylvania","2024-25",2024,"DEC",4,38.0294816165787,99791
"cdc_iis","nirsevimab","Pennsylvania","2024-25",2024,"JAN",5,38.7509018759019,110880
"cdc_iis","nirsevimab","Pennsylvania","2024-25",2024,"FEB",6,38.0373379684669,121967
"cdc_iis","nirsevimab","Pennsylvania","2024-25",2024,"MAR",7,37.4799894780354,133055
"cdc_iis","nirsevimab","Pennsylvania","2025-26",2025,"SEP",1,NA,NA
"cdc_iis","nirsevimab","Pennsylvania","2025-26",2025,"OCT",2,NA,NA
"cdc_iis","nirsevimab","Pennsylvania","2025-26",2025,"NOV",3,NA,NA
"cdc_iis","nirsevimab","Pennsylvania","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","Pennsylvania","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","Pennsylvania","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","Pennsylvania","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","Pennsylvania","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","Rhode Island","2024-25",2024,"SEP",1,NA,NA
"cdc_iis","nirsevimab","Rhode Island","2024-25",2024,"OCT",2,NA,NA
"cdc_iis","nirsevimab","Rhode Island","2024-25",2024,"NOV",3,NA,NA
"cdc_iis","nirsevimab","Rhode Island","2024-25",2024,"DEC",4,NA,NA
"cdc_iis","nirsevimab","Rhode Island","2024-25",2024,"JAN",5,NA,NA
"cdc_iis","nirsevimab","Rhode Island","2024-25",2024,"FEB",6,NA,NA
"cdc_iis","nirsevimab","Rhode Island","2024-25",2024,"MAR",7,NA,NA
"cdc_iis","nirsevimab","Rhode Island","2025-26",2025,"SEP",1,NA,NA
"cdc_iis","nirsevimab","Rhode Island","2025-26",2025,"OCT",2,NA,NA
"cdc_iis","nirsevimab","Rhode Island","2025-26",2025,"NOV",3,NA,NA
"cdc_iis","nirsevimab","Rhode Island","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","Rhode Island","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","Rhode Island","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","Rhode Island","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","Rhode Island","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","South Carolina","2024-25",2024,"SEP",1,NA,NA
"cdc_iis","nirsevimab","South Carolina","2024-25",2024,"OCT",2,NA,NA
"cdc_iis","nirsevimab","South Carolina","2024-25",2024,"NOV",3,NA,NA
"cdc_iis","nirsevimab","South Carolina","2024-25",2024,"DEC",4,NA,NA
"cdc_iis","nirsevimab","South Carolina","2024-25",2024,"JAN",5,NA,NA
"cdc_iis","nirsevimab","South Carolina","2024-25",2024,"FEB",6,NA,NA
"cdc_iis","nirsevimab","South Carolina","2024-25",2024,"MAR",7,NA,NA
"cdc_iis","nirsevimab","South Carolina","2025-26",2025,"SEP",1,NA,NA
"cdc_iis","nirsevimab","South Carolina","2025-26",2025,"OCT",2,NA,NA
"cdc_iis","nirsevimab","South Carolina","2025-26",2025,"NOV",3,NA,NA
"cdc_iis","nirsevimab","South Carolina","2025-26",2025,"DEC",4,NA,NA
"cdc_iis","nirsevimab","South Carolina","2025-26",2025,"JAN",5,NA,NA
"cdc_iis","nirsevimab","South Carolina","2025-26",2025,"FEB",6,NA,NA
"cdc_iis","nirsevimab","South Carolina","2025-26",2025,"MAR",7,NA,NA
"cdc_iis","nirsevimab","South Carolina","2025-26",2025,"APR",8,NA,NA
"cdc_iis","nirsevimab","South Dakota","2024-25",2024,"SEP",1,1.4225232853514,5905
"cdc_iis","nirsevimab","South Dakota","2024-25",2024,"OCT",2,26.1866744084773,6889
"cdc_iis","nirsevimab","South Dakota","2024-25",2024,"NOV",3,35.9456369871713,7873
"cdc_iis","nirsevimab","South Dakota","2024-25",2024,"DEC",4,36.7464438925265,8858
"cdc_iis","nirsevimab","South Dakota","2024-25",2024,"JAN",5,36.0902255639098,9842
"cdc_iis","nirsevimab","South Dakota","2024-25",2024,"FEB",6,34.869757990024,10826
"cdc_iis","nirsevimab","South Dakota","2024-25",2024,"MAR",7,34.1320914479255,11810
"cdc_iis","nirsevimab","South Dakota","2025-26",2025,"SEP",1,0.737359550561798,5696
"cdc_iis","nirsevimab","South Dakota","2025-26",2025,"OCT",2,40.7223476297968,6645
"cdc_iis","nirsevimab","South Dakota","2025-26",2025,"NOV",3,55.339038841343,7595
"cdc_iis","nirsevimab","South Dakota","2025-26",2025,"DEC",4,57.5374531835206,8544
