source,state_name,school_year,year,exemption_type,exemption_rate,population_size,number_of_exemptions
school_vax_view,Minnesota,2024-25,2024,any,5.9,64898,3852
school_vax_view,Minnesota,2024-25,2024,medical,0.2,64898,117
school_vax_view,Minnesota,2024-25,2024,non_medical,5.8,64898,3735
school_vax_view,Mississippi,2019-20,2019,any,0.2,37870,62
school_vax_view,Mississippi,2019-20,2019,medical,0.2,37870,62
school_vax_view,Mississippi,2019-20,2019,non_medical,,37870,
school_vax_view,Mississippi,2020-21,2020,any,0.1,34028,39
school_vax_view,Mississippi,2020-21,2020,medical,0.1,34028,39
school_vax_view,Mississippi,2021-22,2021,any,0.1,36524,52
school_vax_view,Mississippi,2021-22,2021,medical,0.1,36524,52
school_vax_view,Mississippi,2022-23,2022,any,0.2,36048,71
school_vax_view,Mississippi,2022-23,2022,medical,0.2,36048,71
school_vax_view,Mississippi,2023-24,2023,any,0.7,36105,238
school_vax_view,Mississippi,2023-24,2023,medical,0.1,36105,52
school_vax_view,Mississippi,2023-24,2023,non_medical,0.5,36105,186
school_vax_view,Mississippi,2024-25,2024,any,1.2,35293,441
school_vax_view,Mississippi,2024-25,2024,medical,0.1,35293,47
school_vax_view,Mississippi,2024-25,2024,non_medical,1.1,35293,394
school_vax_view,Missouri,2019-20,2019,any,2.7,72324,1970
school_vax_view,Missouri,2019-20,2019,medical,0.2,72324,150
school_vax_view,Missouri,2019-20,2019,non_medical,2.5,72324,1820
school_vax_view,Missouri,2020-21,2020,any,2.5,63093,1585
school_vax_view,Missouri,2020-21,2020,medical,0.2,63093,102
school_vax_view,Missouri,2020-21,2020,non_medical,2.4,63093,1492
school_vax_view,Missouri,2021-22,2021,any,3.0,71034,2137
school_vax_view,Missouri,2021-22,2021,medical,0.2,71034,140
school_vax_view,Missouri,2021-22,2021,non_medical,2.8,71034,1997
school_vax_view,Missouri,2022-23,2022,any,3.8,69126,2656
school_vax_view,Missouri,2022-23,2022,medical,0.2,69126,133
school_vax_view,Missouri,2022-23,2022,non_medical,3.6,69126,2523
school_vax_view,Missouri,2023-24,2023,any,4.7,69014,3245
school_vax_view,Missouri,2023-24,2023,medical,0.2,69014,151
school_vax_view,Missouri,2023-24,2023,non_medical,4.5,69014,3094
school_vax_view,Missouri,2024-25,2024,any,5.2,68163,3551
school_vax_view,Missouri,2024-25,2024,medical,0.2,68163,154
school_vax_view,Missouri,2024-25,2024,non_medical,5.0,68163,3397
school_vax_view,Montana,2019-20,2019,any,4.3,12501,535
school_vax_view,Montana,2019-20,2019,medical,0.2,12501,30
school_vax_view,Montana,2019-20,2019,non_medical,4.0,12501,505
school_vax_view,Montana,2020-21,2020,any,3.5,11279,400
school_vax_view,Montana,2020-21,2020,medical,0.2,11279,24
school_vax_view,Montana,2020-21,2020,non_medical,3.3,11279,376
school_vax_view,Nebraska,2019-20,2019,any,2.2,26893,591
school_vax_view,Nebraska,2019-20,2019,medical,0.4,26893,106
school_vax_view,Nebraska,2019-20,2019,non_medical,1.8,26893,485
school_vax_view,Nebraska,2020-21,2020,any,2.2,25681,555
school_vax_view,Nebraska,2020-21,2020,medical,0.6,25681,143
school_vax_view,Nebraska,2020-21,2020,non_medical,1.6,25681,413
school_vax_view,Nebraska,2021-22,2021,any,2.5,25018,628
school_vax_view,Nebraska,2021-22,2021,medical,0.3,25018,85
school_vax_view,Nebraska,2021-22,2021,non_medical,2.2,25018,543
school_vax_view,Nebraska,2022-23,2022,any,2.6,23176,601
school_vax_view,Nebraska,2022-23,2022,medical,0.5,23176,123
school_vax_view,Nebraska,2022-23,2022,non_medical,2.1,23176,478
school_vax_view,Nebraska,2023-24,2023,any,3.5,23118,813
school_vax_view,Nebraska,2023-24,2023,medical,0.7,23118,155
school_vax_view,Nebraska,2023-24,2023,non_medical,2.8,23118,658
school_vax_view,Nebraska,2024-25,2024,any,4.0,24102,966
school_vax_view,Nebraska,2024-25,2024,medical,0.5,24102,122
school_vax_view,Nebraska,2024-25,2024,non_medical,3.5,24102,844
school_vax_view,Nevada,2019-20,2019,any,4.0,37724,1492
school_vax_view,Nevada,2019-20,2019,medical,0.5,37724,170
school_vax_view,Nevada,2019-20,2019,non_medical,3.5,37724,1322
school_vax_view,Nevada,2020-21,2020,any,4.4,34171,1511
school_vax_view,Nevada,2020-21,2020,medical,0.8,34171,278
school_vax_view,Nevada,2020-21,2020,non_medical,3.6,34171,1232
school_vax_view,Nevada,2021-22,2021,any,4.8,36855,1779
school_vax_view,Nevada,2021-22,2021,medical,0.4,36855,164
school_vax_view,Nevada,2021-22,2021,non_medical,4.4,36855,1615
school_vax_view,Nevada,2022-23,2022,any,5.6,34333,1912
school_vax_view,Nevada,2022-23,2022,medical,0.4,34333,136
school_vax_view,Nevada,2022-23,2022,non_medical,5.2,34333,1776
school_vax_view,Nevada,2023-24,2023,any,7.1,31261,2213
school_vax_view,Nevada,2023-24,2023,medical,0.9,31261,271
school_vax_view,Nevada,2023-24,2023,non_medical,6.2,31261,1942
school_vax_view,Nevada,2024-25,2024,any,7.1,33272,2376
school_vax_view,Nevada,2024-25,2024,medical,0.5,33272,153
school_vax_view,Nevada,2024-25,2024,non_medical,6.7,33272,2222
school_vax_view,New Hampshire,2019-20,2019,any,3.1,12447,389
school_vax_view,New Hampshire,2019-20,2019,medical,0.2,12447,29
school_vax_view,New Hampshire,2019-20,2019,non_medical,2.9,12447,360
school_vax_view,New Hampshire,2020-21,2020,any,2.8,10242,287
school_vax_view,New Hampshire,2020-21,2020,medical,0.2,10242,25
school_vax_view,New Hampshire,2020-21,2020,non_medical,2.6,10242,263
school_vax_view,New Hampshire,2021-22,2021,any,3.4,12157,419
school_vax_view,New Hampshire,2021-22,2021,medical,0.2,12157,29
school_vax_view,New Hampshire,2021-22,2021,non_medical,3.2,12157,390
school_vax_view,New Hampshire,2022-23,2022,any,3.4,11332,382
school_vax_view,New Hampshire,2022-23,2022,medical,0.1,11332,15
school_vax_view,New Hampshire,2022-23,2022,non_medical,3.2,11332,367
school_vax_view,New Hampshire,2023-24,2023,any,4.1,11871,492
school_vax_view,New Hampshire,2023-24,2023,medical,0.3,11871,34
school_vax_view,New Hampshire,2023-24,2023,non_medical,3.9,11871,458
school_vax_view,New Hampshire,2024-25,2024,any,4.1,11713,481
school_vax_view,New Hampshire,2024-25,2024,medical,0.2,11713,24
school_vax_view,New Hampshire,2024-25,2024,non_medical,3.9,11713,457
school_vax_view,New Jersey,2019-20,2019,any,2.6,107900,2776
school_vax_view,New Jersey,2019-20,2019,medical,0.2,107900,188
school_vax_view,New Jersey,2019-20,2019,non_medical,2.4,107900,2588
school_vax_view,New Jersey,2020-21,2020,any,2.2,100144,2248
school_vax_view,New Jersey,2020-21,2020,medical,0.1,100144,135
school_vax_view,New Jersey,2020-21,2020,non_medical,2.1,100144,2113
school_vax_view,New Jersey,2021-22,2021,any,2.6,104240,2730
school_vax_view,New Jersey,2021-22,2021,medical,0.1,104240,146
school_vax_view,New Jersey,2021-22,2021,non_medical,2.5,104240,2584
school_vax_view,New Jersey,2022-23,2022,any,3.2,104468,3314
school_vax_view,New Jersey,2022-23,2022,medical,0.1,104468,133
school_vax_view,New Jersey,2022-23,2022,non_medical,3.0,104468,3181
school_vax_view,New Jersey,2023-24,2023,any,3.9,105408,4071
school_vax_view,New Jersey,2023-24,2023,medical,0.1,105408,142
school_vax_view,New Jersey,2023-24,2023,non_medical,3.7,105408,3929
school_vax_view,New Jersey,2024-25,2024,any,4.7,104339,4930
school_vax_view,New Jersey,2024-25,2024,medical,0.1,104339,140
school_vax_view,New Jersey,2024-25,2024,non_medical,4.6,104339,4790
school_vax_view,New Mexico,2019-20,2019,any,1.5,23087,344
school_vax_view,New Mexico,2019-20,2019,medical,0.2,23087,46
school_vax_view,New Mexico,2019-20,2019,non_medical,1.3,23087,298
school_vax_view,New Mexico,2020-21,2020,any,0.9,20589,189
school_vax_view,New Mexico,2020-21,2020,medical,0.1,20589,23
school_vax_view,New Mexico,2020-21,2020,non_medical,0.8,20589,166
school_vax_view,New Mexico,2021-22,2021,any,1.4,20736,280
school_vax_view,New Mexico,2021-22,2021,medical,0.3,20736,58
school_vax_view,New Mexico,2021-22,2021,non_medical,1.1,20736,222
school_vax_view,New Mexico,2022-23,2022,any,1.5,21068,319
school_vax_view,New Mexico,2022-23,2022,medical,0.1,21068,28
school_vax_view,New Mexico,2022-23,2022,non_medical,1.4,21068,291
school_vax_view,New Mexico,2023-24,2023,any,1.6,20699,329
school_vax_view,New Mexico,2023-24,2023,medical,0.1,20699,29
school_vax_view,New Mexico,2023-24,2023,non_medical,1.4,20699,300
school_vax_view,New Mexico,2024-25,2024,any,2.0,20180,401
school_vax_view,New Mexico,2024-25,2024,medical,0.1,20180,19
school_vax_view,New Mexico,2024-25,2024,non_medical,1.9,20180,382
school_vax_view,New York,2019-20,2019,any,0.1,234165,320
school_vax_view,New York,2019-20,2019,medical,0.1,234165,320
school_vax_view,New York,2020-21,2020,any,0.1,216804,264
school_vax_view,New York,2020-21,2020,medical,0.1,216804,264
school_vax_view,New York,2021-22,2021,any,0.1,195377,241
school_vax_view,New York,2021-22,2021,medical,0.1,195377,241
school_vax_view,New York,2022-23,2022,any,0.1,205906,247
school_vax_view,New York,2022-23,2022,medical,0.1,205906,247
school_vax_view,New York,2023-24,2023,any,0.1,200894,255
school_vax_view,New York,2023-24,2023,medical,0.1,200894,255
school_vax_view,New York,2024-25,2024,any,0.3,234054,632
school_vax_view,New York,2024-25,2024,medical,0.3,234054,632
school_vax_view,North Carolina,2019-20,2019,any,1.7,124548,2161
school_vax_view,North Carolina,2019-20,2019,medical,0.1,124548,158
school_vax_view,North Carolina,2019-20,2019,non_medical,1.6,124548,2003
school_vax_view,North Carolina,2020-21,2020,any,1.5,120995,1826
school_vax_view,North Carolina,2020-21,2020,medical,0.1,120995,127
school_vax_view,North Carolina,2020-21,2020,non_medical,1.4,120995,1700
school_vax_view,North Carolina,2021-22,2021,any,1.9,118191,2210
school_vax_view,North Carolina,2021-22,2021,medical,0.1,118191,99
school_vax_view,North Carolina,2021-22,2021,non_medical,1.8,118191,2111
school_vax_view,North Carolina,2022-23,2022,any,2.4,125679,3011
school_vax_view,North Carolina,2022-23,2022,medical,0.1,125679,153
school_vax_view,North Carolina,2022-23,2022,non_medical,2.3,125679,2859
school_vax_view,North Carolina,2023-24,2023,any,2.9,125964,3636
school_vax_view,North Carolina,2023-24,2023,medical,0.1,125964,170
school_vax_view,North Carolina,2023-24,2023,non_medical,2.8,125964,3466
school_vax_view,North Carolina,2024-25,2024,any,3.2,124028,3948
school_vax_view,North Carolina,2024-25,2024,medical,0.1,124028,145
school_vax_view,North Carolina,2024-25,2024,non_medical,3.1,124028,3803
school_vax_view,North Dakota,2019-20,2019,any,3.9,10587,413
school_vax_view,North Dakota,2019-20,2019,medical,0.3,10587,32
school_vax_view,North Dakota,2019-20,2019,non_medical,3.6,10587,381
school_vax_view,North Dakota,2020-21,2020,any,4.2,10116,423
school_vax_view,North Dakota,2020-21,2020,medical,0.2,10116,21
school_vax_view,North Dakota,2020-21,2020,non_medical,4.0,10116,401
school_vax_view,North Dakota,2021-22,2021,any,5.3,10755,573
school_vax_view,North Dakota,2021-22,2021,medical,0.3,10755,27
school_vax_view,North Dakota,2021-22,2021,non_medical,5.1,10755,546
school_vax_view,North Dakota,2022-23,2022,any,5.1,10554,542
school_vax_view,North Dakota,2022-23,2022,medical,0.2,10554,22
school_vax_view,North Dakota,2022-23,2022,non_medical,4.9,10554,520
school_vax_view,North Dakota,2023-24,2023,any,6.5,9708,630
school_vax_view,North Dakota,2023-24,2023,medical,0.2,9708,20
school_vax_view,North Dakota,2023-24,2023,non_medical,6.3,9708,611
school_vax_view,North Dakota,2024-25,2024,any,7.0,9659,672
school_vax_view,North Dakota,2024-25,2024,medical,0.2,9659,23
school_vax_view,North Dakota,2024-25,2024,non_medical,6.7,9659,649
school_vax_view,Ohio,2019-20,2019,any,2.8,139103,3921
school_vax_view,Ohio,2019-20,2019,medical,0.2,139103,346
school_vax_view,Ohio,2019-20,2019,non_medical,2.6,139103,3575
school_vax_view,Ohio,2020-21,2020,any,2.5,128535,3275
school_vax_view,Ohio,2020-21,2020,medical,0.2,128535,253
school_vax_view,Ohio,2020-21,2020,non_medical,2.4,128535,3022
school_vax_view,Ohio,2021-22,2021,any,3.0,139077,4212
school_vax_view,Ohio,2021-22,2021,medical,0.2,139077,279
school_vax_view,Ohio,2021-22,2021,non_medical,2.8,139077,3933
school_vax_view,Ohio,2022-23,2022,any,3.8,134893,5127
school_vax_view,Ohio,2022-23,2022,medical,0.2,134893,275
school_vax_view,Ohio,2022-23,2022,non_medical,3.6,134893,4852
school_vax_view,Ohio,2023-24,2023,any,4.2,133716,5642
school_vax_view,Ohio,2023-24,2023,medical,0.2,133716,266
school_vax_view,Ohio,2023-24,2023,non_medical,4.0,133716,5377
school_vax_view,Ohio,2024-25,2024,any,4.7,131589,6129
school_vax_view,Ohio,2024-25,2024,medical,0.2,131589,224
school_vax_view,Ohio,2024-25,2024,non_medical,4.5,131589,5905
school_vax_view,Oklahoma,2019-20,2019,any,2.7,55348,1468
school_vax_view,Oklahoma,2019-20,2019,medical,0.1,55348,73
school_vax_view,Oklahoma,2019-20,2019,non_medical,2.5,55348,1395
school_vax_view,Oklahoma,2020-21,2020,any,2.4,52656,1275
school_vax_view,Oklahoma,2020-21,2020,medical,0.2,52656,87
school_vax_view,Oklahoma,2020-21,2020,non_medical,2.3,52656,1188
school_vax_view,Oklahoma,2021-22,2021,any,3.5,54042,1865
school_vax_view,Oklahoma,2021-22,2021,medical,0.2,54042,86
school_vax_view,Oklahoma,2021-22,2021,non_medical,3.3,54042,1779
school_vax_view,Oklahoma,2022-23,2022,any,4.7,52548,2466
school_vax_view,Oklahoma,2022-23,2022,medical,0.4,52548,204
school_vax_view,Oklahoma,2022-23,2022,non_medical,4.3,52548,2261
school_vax_view,Oklahoma,2023-24,2023,any,5.7,49979,2867
school_vax_view,Oklahoma,2023-24,2023,medical,0.2,49979,99
school_vax_view,Oklahoma,2023-24,2023,non_medical,5.5,49979,2768
school_vax_view,Oklahoma,2024-25,2024,any,5.7,47544,2709
school_vax_view,Oklahoma,2024-25,2024,medical,0.3,47544,119
school_vax_view,Oklahoma,2024-25,2024,non_medical,5.4,47544,2589
school_vax_view,Oregon,2019-20,2019,any,7.1,45959,3265
school_vax_view,Oregon,2019-20,2019,medical,0.2,45959,73
school_vax_view,Oregon,2019-20,2019,non_medical,6.9,45959,3192
school_vax_view,Oregon,2020-21,2020,any,5.4,39568,2118
school_vax_view,Oregon,2020-21,2020,medical,0.1,39568,39
school_vax_view,Oregon,2020-21,2020,non_medical,5.3,39568,2079
school_vax_view,Oregon,2021-22,2021,any,7.0,41538,2895
school_vax_view,Oregon,2021-22,2021,medical,0.1,41538,43
school_vax_view,Oregon,2021-22,2021,non_medical,6.9,41538,2852
school_vax_view,Oregon,2022-23,2022,any,8.2,40963,3358
school_vax_view,Oregon,2022-23,2022,medical,0.1,40963,37
school_vax_view,Oregon,2022-23,2022,non_medical,8.1,40963,3321
school_vax_view,Oregon,2023-24,2023,any,8.9,39568,3532
school_vax_view,Oregon,2023-24,2023,medical,0.1,39568,46
school_vax_view,Oregon,2023-24,2023,non_medical,8.8,39568,3486
school_vax_view,Oregon,2024-25,2024,any,9.8,38247,3746
school_vax_view,Oregon,2024-25,2024,medical,0.1,38247,31
school_vax_view,Oregon,2024-25,2024,non_medical,9.7,38247,3715
school_vax_view,Pennsylvania,2019-20,2019,any,3.0,140197,4137
school_vax_view,Pennsylvania,2019-20,2019,medical,0.4,140197,507
school_vax_view,Pennsylvania,2019-20,2019,non_medical,2.6,140197,3630
school_vax_view,Pennsylvania,2020-21,2020,any,2.7,129307,3530
school_vax_view,Pennsylvania,2020-21,2020,medical,0.3,129307,356
school_vax_view,Pennsylvania,2020-21,2020,non_medical,2.5,129307,3174
school_vax_view,Pennsylvania,2021-22,2021,any,3.3,139558,4644
school_vax_view,Pennsylvania,2021-22,2021,medical,0.3,139558,466
school_vax_view,Pennsylvania,2021-22,2021,non_medical,3.0,139558,4178
school_vax_view,Pennsylvania,2022-23,2022,any,3.8,137259,5220
school_vax_view,Pennsylvania,2022-23,2022,medical,0.4,137259,504
school_vax_view,Pennsylvania,2022-23,2022,non_medical,3.5,137259,4716
school_vax_view,Pennsylvania,2023-24,2023,any,5.0,137593,6877
school_vax_view,Pennsylvania,2023-24,2023,medical,0.3,137593,438
school_vax_view,Pennsylvania,2023-24,2023,non_medical,4.7,137593,6439
school_vax_view,Pennsylvania,2024-25,2024,any,6.0,140160,8343
school_vax_view,Pennsylvania,2024-25,2024,medical,0.3,140160,464
school_vax_view,Pennsylvania,2024-25,2024,non_medical,5.6,140160,7878
school_vax_view,Rhode Island,2019-20,2019,any,1.3,11219,141
school_vax_view,Rhode Island,2019-20,2019,medical,0.2,11219,24
school_vax_view,Rhode Island,2019-20,2019,non_medical,1.0,11219,117
school_vax_view,Rhode Island,2020-21,2020,any,1.0,10402,108
school_vax_view,Rhode Island,2020-21,2020,medical,0.1,10402,10
school_vax_view,Rhode Island,2020-21,2020,non_medical,0.9,10402,99
school_vax_view,Rhode Island,2021-22,2021,any,1.2,11002,129
school_vax_view,Rhode Island,2021-22,2021,medical,0.1,11002,10
school_vax_view,Rhode Island,2021-22,2021,non_medical,1.1,11002,119
school_vax_view,Rhode Island,2022-23,2022,any,1.5,10532,154
school_vax_view,Rhode Island,2022-23,2022,medical,0.1,10532,11
school_vax_view,Rhode Island,2022-23,2022,non_medical,1.4,10532,143
school_vax_view,Rhode Island,2023-24,2023,any,1.7,10539,175
school_vax_view,Rhode Island,2023-24,2023,medical,0.1,10539,15
school_vax_view,Rhode Island,2023-24,2023,non_medical,1.5,10539,159
school_vax_view,Rhode Island,2024-25,2024,any,1.9,10088,192
school_vax_view,Rhode Island,2024-25,2024,medical,0.2,10088,20
school_vax_view,Rhode Island,2024-25,2024,non_medical,1.7,10088,172
school_vax_view,South Carolina,2019-20,2019,any,2.6,65938,1731
school_vax_view,South Carolina,2019-20,2019,medical,0.2,65938,115
school_vax_view,South Carolina,2019-20,2019,non_medical,2.5,65938,1616
school_vax_view,South Carolina,2020-21,2020,any,2.4,56330,1380
school_vax_view,South Carolina,2020-21,2020,medical,0.2,56330,92
school_vax_view,South Carolina,2020-21,2020,non_medical,2.3,56330,1288
school_vax_view,South Carolina,2021-22,2021,any,3.4,58276,1994
school_vax_view,South Carolina,2021-22,2021,medical,0.2,58276,124
school_vax_view,South Carolina,2021-22,2021,non_medical,3.2,58276,1870
school_vax_view,South Carolina,2022-23,2022,any,4.1,58878,2419
school_vax_view,South Carolina,2022-23,2022,medical,0.2,58878,138
school_vax_view,South Carolina,2022-23,2022,non_medical,3.9,58878,2281
school_vax_view,South Carolina,2023-24,2023,any,4.4,58069,2556
school_vax_view,South Carolina,2023-24,2023,medical,0.2,58069,108
school_vax_view,South Carolina,2023-24,2023,non_medical,4.2,58069,2448
school_vax_view,South Carolina,2024-25,2024,any,4.6,57718,2681
school_vax_view,South Carolina,2024-25,2024,medical,0.1,57718,80
school_vax_view,South Carolina,2024-25,2024,non_medical,4.5,57718,2601
school_vax_view,South Dakota,2019-20,2019,any,2.7,12367,337
school_vax_view,South Dakota,2019-20,2019,medical,0.1,12367,18
school_vax_view,South Dakota,2019-20,2019,non_medical,2.6,12367,319
school_vax_view,South Dakota,2020-21,2020,any,3.4,11512,389
school_vax_view,South Dakota,2020-21,2020,medical,0.1,11512,16
school_vax_view,South Dakota,2020-21,2020,non_medical,3.2,11512,373
school_vax_view,South Dakota,2021-22,2021,any,3.5,12251,434
school_vax_view,South Dakota,2021-22,2021,medical,0.1,12251,18
school_vax_view,South Dakota,2021-22,2021,non_medical,3.4,12251,416
school_vax_view,South Dakota,2022-23,2022,any,4.1,12081,499
school_vax_view,South Dakota,2022-23,2022,medical,0.1,12081,11
school_vax_view,South Dakota,2022-23,2022,non_medical,4.0,12081,488
school_vax_view,South Dakota,2023-24,2023,any,5.7,11744,664
school_vax_view,South Dakota,2023-24,2023,medical,0.2,11744,27
school_vax_view,South Dakota,2023-24,2023,non_medical,5.4,11744,637
school_vax_view,South Dakota,2024-25,2024,any,6.8,11367,768
school_vax_view,South Dakota,2024-25,2024,medical,0.1,11367,7
school_vax_view,South Dakota,2024-25,2024,non_medical,6.7,11367,761
school_vax_view,Tennessee,2019-20,2019,any,2.0,80595,1610
school_vax_view,Tennessee,2019-20,2019,medical,0.1,80595,101
school_vax_view,Tennessee,2019-20,2019,non_medical,1.9,80595,1509
school_vax_view,Tennessee,2020-21,2020,any,1.9,73819,1419
school_vax_view,Tennessee,2020-21,2020,medical,0.1,73819,87
school_vax_view,Tennessee,2020-21,2020,non_medical,1.8,73819,1332
school_vax_view,Tennessee,2021-22,2021,any,2.4,79120,1927
school_vax_view,Tennessee,2021-22,2021,medical,0.1,79120,93
school_vax_view,Tennessee,2021-22,2021,non_medical,2.3,79120,1834
school_vax_view,Tennessee,2022-23,2022,any,3.2,79692,2529
school_vax_view,Tennessee,2022-23,2022,medical,0.2,79692,122
school_vax_view,Tennessee,2022-23,2022,non_medical,3.0,79692,2407
school_vax_view,Tennessee,2023-24,2023,any,3.6,79323,2829
school_vax_view,Tennessee,2023-24,2023,medical,0.1,79323,107
school_vax_view,Tennessee,2023-24,2023,non_medical,3.4,79323,2722
school_vax_view,Tennessee,2024-25,2024,any,3.8,78299,2985
school_vax_view,Tennessee,2024-25,2024,medical,0.1,78299,100
school_vax_view,Tennessee,2024-25,2024,non_medical,3.7,78299,2884
school_vax_view,Texas,2019-20,2019,any,2.5,398680,9894
school_vax_view,Texas,2019-20,2019,medical,0.2,398680,929
school_vax_view,Texas,2019-20,2019,non_medical,2.2,398680,8965
school_vax_view,Texas,2020-21,2020,any,2.3,377840,8817
school_vax_view,Texas,2020-21,2020,medical,0.2,377840,699
school_vax_view,Texas,2020-21,2020,non_medical,2.1,377840,8118
school_vax_view,Texas,2021-22,2021,any,2.9,389037,11166
school_vax_view,Texas,2021-22,2021,medical,0.2,389037,849
school_vax_view,Texas,2021-22,2021,non_medical,2.7,389037,10316
school_vax_view,Texas,2022-23,2022,any,3.5,381680,13281
school_vax_view,Texas,2022-23,2022,medical,0.2,381680,850
school_vax_view,Texas,2022-23,2022,non_medical,3.3,381680,12431
school_vax_view,Texas,2023-24,2023,any,3.9,381421,14727
school_vax_view,Texas,2023-24,2023,medical,0.2,381421,817
school_vax_view,Texas,2023-24,2023,non_medical,3.6,381421,13910
school_vax_view,Texas,2024-25,2024,any,4.3,378860,16417
school_vax_view,Texas,2024-25,2024,medical,0.3,378860,1210
school_vax_view,Texas,2024-25,2024,non_medical,4.0,378860,15207
school_vax_view,United States,2019-20,2019,any,2.5,,
school_vax_view,United States,2019-20,2019,medical,0.3,,
school_vax_view,United States,2019-20,2019,non_medical,2.2,,
school_vax_view,United States,2020-21,2020,any,2.2,3520205,76888
school_vax_view,United States,2020-21,2020,medical,0.2,3520205,8335
school_vax_view,United States,2020-21,2020,non_medical,1.9,3520205,67809
school_vax_view,United States,2021-22,2021,any,2.6,3835130,98069
school_vax_view,United States,2021-22,2021,medical,0.2,3835130,8230
school_vax_view,United States,2021-22,2021,non_medical,2.3,3835130,88955
school_vax_view,United States,2022-23,2022,any,3.0,3832381,115575
school_vax_view,United States,2022-23,2022,medical,0.2,3832381,8761
school_vax_view,United States,2022-23,2022,non_medical,2.8,3832381,106466
school_vax_view,United States,2023-24,2023,any,3.3,3823506,127591
school_vax_view,United States,2023-24,2023,medical,0.2,3823506,8154
school_vax_view,United States,2023-24,2023,non_medical,3.1,3823506,118409
school_vax_view,United States,2024-25,2024,any,3.6,3785644,137938
school_vax_view,United States,2024-25,2024,medical,0.2,3785644,8293
school_vax_view,United States,2024-25,2024,non_medical,3.4,3785644,128894
school_vax_view,Utah,2019-20,2019,any,5.4,49208,2639
school_vax_view,Utah,2019-20,2019,medical,0.1,49208,59
school_vax_view,Utah,2019-20,2019,non_medical,5.2,49208,2580
school_vax_view,Utah,2020-21,2020,any,5.1,46247,2366
school_vax_view,Utah,2020-21,2020,medical,0.1,46247,58
school_vax_view,Utah,2020-21,2020,non_medical,5.0,46247,2308
school_vax_view,Utah,2021-22,2021,any,7.4,48995,3606
school_vax_view,Utah,2021-22,2021,medical,0.3,48995,129
school_vax_view,Utah,2021-22,2021,non_medical,7.1,48995,3477
school_vax_view,Utah,2022-23,2022,any,8.1,46635,3786
school_vax_view,Utah,2022-23,2022,medical,0.1,46635,57
school_vax_view,Utah,2022-23,2022,non_medical,8.0,46635,3729
school_vax_view,Utah,2023-24,2023,any,9.3,46228,4311
school_vax_view,Utah,2023-24,2023,medical,0.2,46228,93
school_vax_view,Utah,2023-24,2023,non_medical,9.1,46228,4218
school_vax_view,Utah,2024-25,2024,any,10.3,45818,4729
school_vax_view,Utah,2024-25,2024,medical,0.3,45818,138
school_vax_view,Utah,2024-25,2024,non_medical,10.0,45818,4591
school_vax_view,Vermont,2019-20,2019,any,3.7,6293,232
school_vax_view,Vermont,2019-20,2019,medical,0.1,6293,9
school_vax_view,Vermont,2019-20,2019,non_medical,3.5,6293,223
school_vax_view,Vermont,2020-21,2020,any,3.2,5535,176
school_vax_view,Vermont,2020-21,2020,medical,0.1,5535,6
school_vax_view,Vermont,2020-21,2020,non_medical,3.1,5535,170
school_vax_view,Vermont,2021-22,2021,any,3.3,6126,202
school_vax_view,Vermont,2021-22,2021,medical,0.1,6126,6
school_vax_view,Vermont,2021-22,2021,non_medical,3.2,6126,196
school_vax_view,Vermont,2022-23,2022,any,3.6,5816,208
school_vax_view,Vermont,2022-23,2022,medical,0.2,5816,14
school_vax_view,Vermont,2022-23,2022,non_medical,3.3,5816,194
school_vax_view,Vermont,2023-24,2023,any,4.0,5630,227
school_vax_view,Vermont,2023-24,2023,medical,0.2,5630,11
school_vax_view,Vermont,2023-24,2023,non_medical,3.8,5630,216
school_vax_view,Vermont,2024-25,2024,any,3.9,5432,212
school_vax_view,Vermont,2024-25,2024,medical,0.2,5432,11
school_vax_view,Vermont,2024-25,2024,non_medical,3.7,5432,201
school_vax_view,Virginia,2019-20,2019,any,1.7,99399,1711
school_vax_view,Virginia,2019-20,2019,medical,0.3,99399,333
school_vax_view,Virginia,2019-20,2019,non_medical,1.4,99399,1378
school_vax_view,Virginia,2020-21,2020,any,1.5,88273,1288
school_vax_view,Virginia,2020-21,2020,medical,0.2,88273,214
school_vax_view,Virginia,2020-21,2020,non_medical,1.2,88273,1074
school_vax_view,Virginia,2021-22,2021,any,1.8,95996,1638
school_vax_view,Virginia,2021-22,2021,medical,0.3,95996,263
school_vax_view,Virginia,2021-22,2021,non_medical,1.5,95996,1375
school_vax_view,Virginia,2022-23,2022,any,2.2,93271,2055
school_vax_view,Virginia,2022-23,2022,medical,0.3,93271,283
school_vax_view,Virginia,2022-23,2022,non_medical,1.9,93271,1772
school_vax_view,Virginia,2023-24,2023,any,2.4,92633,2204
school_vax_view,Virginia,2023-24,2023,medical,0.3,92633,273
school_vax_view,Virginia,2023-24,2023,non_medical,2.1,92633,1930
school_vax_view,Virginia,2024-25,2024,any,2.7,91453,2433
school_vax_view,Virginia,2024-25,2024,medical,0.3,91453,301
school_vax_view,Virginia,2024-25,2024,non_medical,2.4,91453,2131
school_vax_view,Washington,2019-20,2019,any,4.6,87757,
school_vax_view,Washington,2019-20,2019,medical,0.7,87757,647
school_vax_view,Washington,2019-20,2019,non_medical,5.0,87757,4359
school_vax_view,Washington,2020-21,2020,any,3.3,74931,2503
school_vax_view,Washington,2020-21,2020,medical,0.5,74931,389
school_vax_view,Washington,2020-21,2020,non_medical,2.1,74931,1563
