"","Vaccine.Exemption","Dose","Geography.Type","Geography","School.Year","Estimate....","Population.Size","Percent.Surveyed","Footnotes","Number.of.Exemptions","Survey.Type"
"7843","Polio","","States","Hawaii","2024-25","92.5",13804,10.5,"",NA,"Stratified 2-stage cluster sample"
"7844","Polio","","States","Idaho","2024-25","78.9",22242,99.5,"",NA,"Census"
"7845","Polio","","States","Illinois","2024-25","91.5",132769,99.5,"",NA,"Census"
"7846","Polio","","States","Indiana","2024-25","87.7",73744,92.7,"§",NA,"Census (pub.), vol. response (prv.)"
"7847","Polio","","States","Iowa","2024-25","88.8",38268,100,">=. *",NA,"Census"
"7848","Polio","","States","Kansas","2024-25","92.3",33892,29.2,"†. ‡. §",NA,"Stratified 2-stage cluster sample"
"7849","Polio","","States","Kentucky","2024-25","86.7",51319,100,"*. §",NA,"Census"
"7850","Polio","","States","Louisiana","2024-25","96.9",49229,100,"*",NA,"Census"
"7851","Polio","","States","Maine","2024-25","97.7",11761,95.4,"",NA,"Census"
"7852","Polio","","States","Maryland","2024-25","96.9",66135,95.6,"‡",NA,"Census (pub.), vol. response (prv.)"
"7853","Polio","","States","Massachusetts","2024-25","96.5",65581,100,"*. ‡",NA,"Census"
"7854","Polio","","States","Michigan","2024-25","92.2",107636,100,"*. ‡",NA,"Census"
"7855","Polio","","States","Minnesota","2024-25","87.5",64898,99.7,"",NA,"Census"
"7856","Polio","","States","Mississippi","2024-25","97.6",35293,100,">=. *",NA,"Census"
"7857","Polio","","States","Missouri","2024-25","90.7",68163,100,"*",NA,"Census"
"7858","Polio","","States","Nebraska","2024-25","96.0",24102,100,"*. ‡",NA,"Census"
"7859","Polio","","States","Nevada","2024-25","90.9",33272,92.6,"",NA,"Census (pub.), vol. response (prv.)"
"7860","Polio","","States","New Hampshire","2024-25","89.2",11713,100,">=. *. §",NA,"Census"
"7861","Polio","","States","New Jersey","2024-25","92.8",104339,100,">=. *",NA,"Census"
"7862","Polio","","States","New Mexico","2024-25","94.9",20180,100,"*",NA,"Census"
"7863","Polio","","States","New York","2024-25","97.6",234054,85.1,"",NA,"Vol. response"
"7864","Polio","","States","NY-City of New York","2024-25","96.4",85986,96.9,"",NA,"Census (pub.), vol. response (prv.)"
"7865","Polio","","States","North Carolina","2024-25","94.2",124028,91,"§",NA,"Census (pub.), vol. response (prv.)"
"7866","Polio","","States","North Dakota","2024-25","89.1",9659,98.8,"",NA,"Census"
"7867","Polio","","States","Ohio","2024-25","88.6",131589,93.2,"",NA,"Census (pub.), vol. response (prv.)"
"7868","Polio","","States","Oklahoma","2024-25","90.4",47544,86.7,"‡",NA,"Vol. response"
"7869","Polio","","States","Oregon","2024-25","90.4",38247,100,"*. ‡",NA,"Census"
"7870","Polio","","States","Pennsylvania","2024-25","92.4",140160,95.3,"",NA,"Census (pub.), vol. response (prv.)"
"7871","Polio","","States","Rhode Island","2024-25","96.7",10088,96.7,"‡. §",NA,"Census"
"7872","Polio","","States","South Carolina","2024-25","91.8",57718,34.3,"†",NA,"Stratified 1-stage cluster sample"
"7873","Polio","","States","South Dakota","2024-25","89.9",11367,99.3,"§",NA,"Census"
"7874","Polio","","States","Tennessee","2024-25","94.2",78299,96.7,"§",NA,"Census"
"7875","Polio","","States","Texas","2024-25","93.2",378860,97.3,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"7876","Polio","","States","TX-City of Houston","2024-25","88.6",36981,98.8,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"7877","Polio","","States","Utah","2024-25","87.7",45818,100,"*",NA,"Census"
"7878","Polio","","States","Vermont","2024-25","93.5",5432,100,"*",NA,"Census"
"7879","Polio","","States","Virginia","2024-25","95.1",91453,1.7,"†",NA,"Stratified 2-stage cluster sample"
"7880","Polio","","States","Washington","2024-25","90.0",76756,97.9,"",NA,"Census"
"7881","Polio","","States","Wisconsin","2024-25","86.8",61120,95.7,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"7882","Polio","","States","Wyoming","2024-25","93.0",6564,100,"*",NA,"Census"
"7883","Exemption","Medical Exemption","States","Alabama","2024-25","0.1",53589,99.9,"†",44,"Census"
"7884","Exemption","Medical Exemption","States","Alaska","2024-25","0.4",7338,99.8,"†. ‡‡",26,"Census (pub.), not conducted (prv.)"
"7885","Exemption","Medical Exemption","States","Arizona","2024-25","0.1",75024,97.4,"‡",68,"Census"
"7886","Exemption","Medical Exemption","States","Arkansas","2024-25","0.1",37570,96.4,"<",13,"Census (pub.), vol. response (prv.)"
"7887","Exemption","Medical Exemption","States","California","2024-25","0.1",590849,100,"†. ‡",492,"Census"
"7888","Exemption","Medical Exemption","States","Colorado","2024-25","0.2",60055,100,">=. §. ||",92,"Census"
"7889","Exemption","Medical Exemption","States","Connecticut","2024-25","0.4",30112,100,"†",120,"Census"
"7890","Exemption","Medical Exemption","States","Delaware","2024-25","0.1",10393,14.2,"<. †",1,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"7891","Exemption","Medical Exemption","States","District of Columbia","2024-25","0.3",7997,100,"†",20,"Census"
"7892","Exemption","Medical Exemption","States","Florida","2024-25","0.3",221053,100,"†",731,"Census"
"7893","Exemption","Medical Exemption","States","Georgia","2024-25","0.1",114568,100,"†",94,"Census"
"7894","Exemption","Medical Exemption","States","Hawaii","2024-25","0.2",13804,10.5,"†",21,"Stratified 2-stage cluster sample"
"7895","Exemption","Medical Exemption","States","Idaho","2024-25","0.3",22242,99.5,"||",64,"Census"
"7896","Exemption","Medical Exemption","States","Illinois","2024-25","0.3",132769,99.5,">=. †. §",399,"Census"
"7897","Exemption","Medical Exemption","States","Indiana","2024-25","0.1",73744,92.7,"†. ||||",86,"Census (pub.), vol. response (prv.)"
"7898","Exemption","Medical Exemption","States","Iowa","2024-25","0.2",38268,100,"†",62,"Census"
"7899","Exemption","Medical Exemption","States","Kansas","2024-25","0.3",33892,81.6,"†",104,"Census"
"7900","Exemption","Medical Exemption","States","Kentucky","2024-25","0.1",51319,100,"†",73,"Census"
"7901","Exemption","Medical Exemption","States","Louisiana","2024-25","0.1",49229,100,"",61,"Census"
"7902","Exemption","Medical Exemption","States","Maine","2024-25","0.8",11761,95.4,"†. ‡",97,"Census"
"7903","Exemption","Medical Exemption","States","Maryland","2024-25","0.5",66135,95.6,"†",346,"Census (pub.), vol. response (prv.)"
"7904","Exemption","Medical Exemption","States","Massachusetts","2024-25","0.1",65581,100,"†",98,"Census"
"7905","Exemption","Medical Exemption","States","Michigan","2024-25","0.3",107636,100,"",277,"Census"
"7906","Exemption","Medical Exemption","States","Minnesota","2024-25","0.2",64898,99.7,">=. §. ||",117,"Census"
"7907","Exemption","Medical Exemption","States","Mississippi","2024-25","0.1",35293,100,"†",47,"Census"
"7908","Exemption","Medical Exemption","States","Missouri","2024-25","0.2",68163,100,">=. †. §",154,"Census"
"7909","Exemption","Medical Exemption","States","Nebraska","2024-25","0.5",24102,100,"†",122,"Census"
"7910","Exemption","Medical Exemption","States","Nevada","2024-25","0.5",33272,92.6,"†",153,"Census (pub.), vol. response (prv.)"
"7911","Exemption","Medical Exemption","States","New Hampshire","2024-25","0.2",11713,100,"†",24,"Census"
"7912","Exemption","Medical Exemption","States","New Jersey","2024-25","0.1",104339,100,"†",140,"Census"
"7913","Exemption","Medical Exemption","States","New Mexico","2024-25","0.1",20180,100,"†",19,"Census"
"7914","Exemption","Medical Exemption","States","New York","2024-25","0.1",234054,85.1,"",632,"Vol. response"
"7915","Exemption","Medical Exemption","States","NY-City of New York","2024-25","0.1",85986,96.9,"†. ‡",62,"Census (pub.), vol. response (prv.)"
"7916","Exemption","Medical Exemption","States","North Carolina","2024-25","0.1",124028,91,"†",145,"Census (pub.), vol. response (prv.)"
"7917","Exemption","Medical Exemption","States","North Dakota","2024-25","0.2",9659,98.8,"",23,"Census"
"7918","Exemption","Medical Exemption","States","Ohio","2024-25","0.2",131589,93.2,"||",224,"Census (pub.), vol. response (prv.)"
"7919","Exemption","Medical Exemption","States","Oklahoma","2024-25","0.3",47544,86.7,"",119,"Vol. response"
"7920","Exemption","Medical Exemption","States","Oregon","2024-25","0.1",38247,100,"||",31,"Census"
"7921","Exemption","Medical Exemption","States","Pennsylvania","2024-25","0.3",140160,95.3,"",464,"Census (pub.), vol. response (prv.)"
"7922","Exemption","Medical Exemption","States","Rhode Island","2024-25","0.2",10088,96.7,"†",20,"Census"
"7923","Exemption","Medical Exemption","States","South Carolina","2024-25","0.1",57718,100,"†",80,"Census"
"7924","Exemption","Medical Exemption","States","South Dakota","2024-25","0.1",11367,99.3,"†",7,"Census"
"7925","Exemption","Medical Exemption","States","Tennessee","2024-25","0.1",78299,96.7,"†",100,"Census"
"7926","Exemption","Medical Exemption","States","Texas","2024-25","0.3",378860,97.3,"||",1210,"Census (pub.), vol. response (prv.)"
"7927","Exemption","Medical Exemption","States","TX-City of Houston","2024-25","0.2",36981,98.8,"||",80,"Census (pub.), vol. response (prv.)"
"7928","Exemption","Medical Exemption","States","Utah","2024-25","0.3",45818,100,"",138,"Census"
"7929","Exemption","Medical Exemption","States","Vermont","2024-25","0.2",5432,100,"†",11,"Census"
"7930","Exemption","Medical Exemption","States","Virginia","2024-25","0.3",91453,98,"†",301,"Census"
"7931","Exemption","Medical Exemption","States","Washington","2024-25","0.4",76756,97.9,"||||. ¶¶",273,"Census"
"7932","Exemption","Medical Exemption","States","Wisconsin","2024-25","0.5",61120,95.7,"||||. ¶¶",331,"Census (pub.), vol. response (prv.)"
"7933","Exemption","Medical Exemption","States","Wyoming","2024-25","0.2",6564,100,"†",15,"Census"
"7934","Exemption","Non-Medical Exemption","States","Alabama","2024-25","2.2",53589,99.9,"†",1169,"Census"
"7935","Exemption","Non-Medical Exemption","States","Alaska","2024-25","9.0",7338,99.8,"†. ‡‡",660,"Census (pub.), not conducted (prv.)"
"7936","Exemption","Non-Medical Exemption","States","Arizona","2024-25","9.0",75024,97.4,"‡",6784,"Census"
"7937","Exemption","Non-Medical Exemption","States","Arkansas","2024-25","3.5",37570,96.4,"",1324,"Census (pub.), vol. response (prv.)"
"7938","Exemption","Non-Medical Exemption","States","California","2024-25",NA,590849,100,"†. ‡",NA,"Census"
"7939","Exemption","Non-Medical Exemption","States","Colorado","2024-25","4.1",60055,100,">=. §. ||",2453,"Census"
"7940","Exemption","Non-Medical Exemption","States","Connecticut","2024-25","0.1",30112,100,"<. †",6,"Census"
"7941","Exemption","Non-Medical Exemption","States","Delaware","2024-25","2.6",10393,14.2,"†",273,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"7942","Exemption","Non-Medical Exemption","States","District of Columbia","2024-25","2.5",7997,100,"†",197,"Census"
"7943","Exemption","Non-Medical Exemption","States","Florida","2024-25","4.8",221053,100,"†",10556,"Census"
"7944","Exemption","Non-Medical Exemption","States","Georgia","2024-25","4.7",114568,100,"†",5441,"Census"
"7945","Exemption","Non-Medical Exemption","States","Hawaii","2024-25","5.5",13804,10.5,"",744,"Stratified 2-stage cluster sample"
"7946","Exemption","Non-Medical Exemption","States","Idaho","2024-25","15.1",22242,99.5,"||",3363,"Census"
"7947","Exemption","Non-Medical Exemption","States","Illinois","2024-25","2.5",132769,99.5,">=. †. §",3377,"Census"
"7948","Exemption","Non-Medical Exemption","States","Indiana","2024-25","2.6",73744,92.7,"†. ||||",1904,"Census (pub.), vol. response (prv.)"
"7949","Exemption","Non-Medical Exemption","States","Iowa","2024-25","3.8",38268,100,"†",1437,"Census"
"7950","Exemption","Non-Medical Exemption","States","Kansas","2024-25","3.3",33892,81.6,"†",1115,"Census"
"7951","Exemption","Non-Medical Exemption","States","Kentucky","2024-25","2.0",51319,100,"†",1041,"Census"
"7952","Exemption","Non-Medical Exemption","States","Louisiana","2024-25","3.0",49229,100,"",1458,"Census"
"7953","Exemption","Non-Medical Exemption","States","Maine","2024-25",NA,11761,95.4,"†. ‡",NA,"Census"
"7954","Exemption","Non-Medical Exemption","States","Maryland","2024-25","1.7",66135,95.6,"†",1126,"Census (pub.), vol. response (prv.)"
"7955","Exemption","Non-Medical Exemption","States","Massachusetts","2024-25","1.3",65581,100,"†",870,"Census"
"7956","Exemption","Non-Medical Exemption","States","Michigan","2024-25","6.5",107636,100,"",7029,"Census"
"7957","Exemption","Non-Medical Exemption","States","Minnesota","2024-25","5.8",64898,99.7,">=. §. ||",3735,"Census"
"7958","Exemption","Non-Medical Exemption","States","Mississippi","2024-25","1.1",35293,100,"†",394,"Census"
"7959","Exemption","Non-Medical Exemption","States","Missouri","2024-25","5.0",68163,100,">=. †. §",3397,"Census"
"7960","Exemption","Non-Medical Exemption","States","Nebraska","2024-25","3.5",24102,100,"†",844,"Census"
"7961","Exemption","Non-Medical Exemption","States","Nevada","2024-25","6.7",33272,92.6,"†",2222,"Census (pub.), vol. response (prv.)"
"7962","Exemption","Non-Medical Exemption","States","New Hampshire","2024-25","3.9",11713,100,"†",457,"Census"
"7963","Exemption","Non-Medical Exemption","States","New Jersey","2024-25","4.6",104339,100,"†",4790,"Census"
"7964","Exemption","Non-Medical Exemption","States","New Mexico","2024-25","1.9",20180,100,"†",382,"Census"
"7965","Exemption","Non-Medical Exemption","States","New York","2024-25",NA,234054,85.1,"†. ‡",NA,"Vol. response"
"7966","Exemption","Non-Medical Exemption","States","NY-City of New York","2024-25",NA,85986,96.9,"†. ‡",NA,"Census (pub.), vol. response (prv.)"
"7967","Exemption","Non-Medical Exemption","States","North Carolina","2024-25","3.1",124028,91,"†",3803,"Census (pub.), vol. response (prv.)"
"7968","Exemption","Non-Medical Exemption","States","North Dakota","2024-25","6.7",9659,98.8,"",649,"Census"
"7969","Exemption","Non-Medical Exemption","States","Ohio","2024-25","4.5",131589,93.2,"||",5905,"Census (pub.), vol. response (prv.)"
"7970","Exemption","Non-Medical Exemption","States","Oklahoma","2024-25","5.4",47544,86.7,"",2589,"Vol. response"
"7971","Exemption","Non-Medical Exemption","States","Oregon","2024-25","9.7",38247,100,"||",3715,"Census"
"7972","Exemption","Non-Medical Exemption","States","Pennsylvania","2024-25","5.6",140160,95.3,"",7878,"Census (pub.), vol. response (prv.)"
"7973","Exemption","Non-Medical Exemption","States","Rhode Island","2024-25","1.7",10088,96.7,"†",172,"Census"
"7974","Exemption","Non-Medical Exemption","States","South Carolina","2024-25","4.5",57718,100,"†",2601,"Census"
"7975","Exemption","Non-Medical Exemption","States","South Dakota","2024-25","6.7",11367,99.3,"†",761,"Census"
"7976","Exemption","Non-Medical Exemption","States","Tennessee","2024-25","3.7",78299,96.7,"†",2884,"Census"
"7977","Exemption","Non-Medical Exemption","States","Texas","2024-25","4.0",378860,97.3,"||",15207,"Census (pub.), vol. response (prv.)"
"7978","Exemption","Non-Medical Exemption","States","TX-City of Houston","2024-25","2.2",36981,98.8,"||",830,"Census (pub.), vol. response (prv.)"
"7979","Exemption","Non-Medical Exemption","States","Utah","2024-25","10.0",45818,100,"",4591,"Census"
"7980","Exemption","Non-Medical Exemption","States","Vermont","2024-25","3.7",5432,100,"†",201,"Census"
"7981","Exemption","Non-Medical Exemption","States","Virginia","2024-25","2.4",91453,98,"†",2131,"Census"
"7982","Exemption","Non-Medical Exemption","States","Washington","2024-25","3.9",76756,97.9,">=. ||||. ¶¶",3006,"Census"
"7983","Exemption","Non-Medical Exemption","States","Wisconsin","2024-25","6.3",61120,95.7,">=. ||||. ¶¶",3881,"Census (pub.), vol. response (prv.)"
"7984","Exemption","Non-Medical Exemption","States","Wyoming","2024-25","5.7",6564,100,"†",371,"Census"
"7985","Exemption","Any Exemption","States","Alabama","2024-25","2.3",53589,99.9,"†",1214,"Census"
"7986","Exemption","Any Exemption","States","Alaska","2024-25","9.4",7338,99.8,"†. ‡‡",686,"Census (pub.), not conducted (prv.)"
"7987","Exemption","Any Exemption","States","Arizona","2024-25","9.1",75024,97.4,"‡",6852,"Census"
"7988","Exemption","Any Exemption","States","Arkansas","2024-25","3.6",37570,96.4,"",1337,"Census (pub.), vol. response (prv.)"
"7989","Exemption","Any Exemption","States","California","2024-25","0.1",590849,100,"†. ‡",492,"Census"
"7990","Exemption","Any Exemption","States","Colorado","2024-25","4.2",60055,100,">=. §. ||",2545,"Census"
"7991","Exemption","Any Exemption","States","Connecticut","2024-25","0.4",30112,100,"†",126,"Census"
"7992","Exemption","Any Exemption","States","Delaware","2024-25","2.6",10393,14.2,"†",275,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"7993","Exemption","Any Exemption","States","District of Columbia","2024-25","2.7",7997,100,"†",217,"Census"
"7994","Exemption","Any Exemption","States","Florida","2024-25","5.1",221053,100,"†",11287,"Census"
"7995","Exemption","Any Exemption","States","Georgia","2024-25","4.8",114568,100,"†",5535,"Census"
"7996","Exemption","Any Exemption","States","Hawaii","2024-25","5.6",13804,10.5,"",765,"Stratified 2-stage cluster sample"
"7997","Exemption","Any Exemption","States","Idaho","2024-25","15.4",22242,99.5,"||",3427,"Census"
"7998","Exemption","Any Exemption","States","Illinois","2024-25","2.8",132769,99.5,">=. †. §",3776,"Census"
"7999","Exemption","Any Exemption","States","Indiana","2024-25","2.6",73744,92.7,"†. ||||",1937,"Census (pub.), vol. response (prv.)"
"8000","Exemption","Any Exemption","States","Iowa","2024-25","3.9",38268,100,"†",1499,"Census"
"8001","Exemption","Any Exemption","States","Kansas","2024-25","3.6",33892,81.6,"†",1219,"Census"
"8002","Exemption","Any Exemption","States","Kentucky","2024-25","2.2",51319,100,"†",1114,"Census"
"8003","Exemption","Any Exemption","States","Louisiana","2024-25","3.1",49229,100,"",1519,"Census"
"8004","Exemption","Any Exemption","States","Maine","2024-25","0.8",11761,95.4,"†. ‡",97,"Census"
"8005","Exemption","Any Exemption","States","Maryland","2024-25","2.2",66135,95.6,"†",1472,"Census (pub.), vol. response (prv.)"
"8006","Exemption","Any Exemption","States","Massachusetts","2024-25","1.5",65581,100,"†",968,"Census"
"8007","Exemption","Any Exemption","States","Michigan","2024-25","6.8",107636,100,"",7306,"Census"
"8008","Exemption","Any Exemption","States","Minnesota","2024-25","5.9",64898,99.7,">=. §. ||",3852,"Census"
"8009","Exemption","Any Exemption","States","Mississippi","2024-25","1.2",35293,100,"†",441,"Census"
"8010","Exemption","Any Exemption","States","Missouri","2024-25","5.2",68163,100,">=. †. §",3551,"Census"
"8011","Exemption","Any Exemption","States","Nebraska","2024-25","4.0",24102,100,"†",966,"Census"
"8012","Exemption","Any Exemption","States","Nevada","2024-25","7.1",33272,92.6,"†",2376,"Census (pub.), vol. response (prv.)"
"8013","Exemption","Any Exemption","States","New Hampshire","2024-25","4.1",11713,100,"†",481,"Census"
"8014","Exemption","Any Exemption","States","New Jersey","2024-25","4.7",104339,100,"†",4930,"Census"
"8015","Exemption","Any Exemption","States","New Mexico","2024-25","2.0",20180,100,"†",401,"Census"
"8016","Exemption","Any Exemption","States","New York","2024-25","0.1",234054,85.1,"",632,"Vol. response"
"8017","Exemption","Any Exemption","States","NY-City of New York","2024-25","0.1",85986,96.9,"†. ‡",62,"Census (pub.), vol. response (prv.)"
"8018","Exemption","Any Exemption","States","North Carolina","2024-25","3.2",124028,91,"†",3948,"Census (pub.), vol. response (prv.)"
"8019","Exemption","Any Exemption","States","North Dakota","2024-25","7.0",9659,98.8,"",672,"Census"
"8020","Exemption","Any Exemption","States","Ohio","2024-25","4.7",131589,93.2,"||",6129,"Census (pub.), vol. response (prv.)"
"8021","Exemption","Any Exemption","States","Oklahoma","2024-25","5.7",47544,86.7,"",2709,"Vol. response"
"8022","Exemption","Any Exemption","States","Oregon","2024-25","9.8",38247,100,"||",3746,"Census"
"8023","Exemption","Any Exemption","States","Pennsylvania","2024-25","6.0",140160,95.3,"",8343,"Census (pub.), vol. response (prv.)"
"8024","MMR","","National","United States","2024-25","92.5",3785644,92.7,"",NA,""
"8025","MMR","","National","U.S. Median","2024-25","91.3",51319,99.5,"",NA,""
"8026","DTP, DTaP, or DT","","National","United States","2024-25","92.1",3785644,92.7,"",NA,""
"8027","DTP, DTaP, or DT","","National","U.S. Median","2024-25","91.2",51319,99.5,"",NA,""
"8028","Varicella","1 Dose (or disease history)","National","United States","2024-25","94.0",3785644,92.7,"",NA,""
"8029","Varicella","1 Dose (or disease history)","National","U.S. Median","2024-25","93.4",51319,99.5,"",NA,""
"8030","Varicella","2 Doses (or disease history)","National","United States","2024-25","92.1",3785644,92.7,"",NA,""
"8031","Varicella","2 Doses (or disease history)","National","U.S. Median","2024-25","90.6",51319,99.5,"",NA,""
"8032","Hepatitis B","","National","United States","2024-25","94.0",3785644,92.7,"",NA,""
"8033","Hepatitis B","","National","U.S. Median","2024-25","92.9",51319,99.5,"",NA,""
"8034","Polio","","National","United States","2024-25","92.5",3785644,92.7,"",NA,""
"8035","Polio","","National","U.S. Median","2024-25","92.2",51319,99.5,"",NA,""
"8036","Exemption","Medical Exemption","National","United States","2024-25","0.2",3785644,96.5,"",7978,""
"8037","Exemption","Medical Exemption","National","U.S. Median","2024-25","0.2",49229,99.7,"",97,""
"8038","Exemption","Non-Medical Exemption","National","United States","2024-25","3.4",3785644,96.5,"",128905,""
"8039","Exemption","Non-Medical Exemption","National","U.S. Median","2024-25","4.0",49229,99.7,"",2018,""
"8040","Exemption","Any Exemption","National","United States","2024-25","3.6",3785644,96.5,"",137634,""
"8041","Exemption","Any Exemption","National","U.S. Median","2024-25","4.1",49229,99.7,"",1519,""
"8042","Varicella","UTD (or disease history)","National","United States","2024-25","92.3",3785644,92.7,"",NA,""
"8043","Varicella","UTD (or disease history)","National","U.S. Median","2024-25","92.1",51319,99.5,"",NA,""
"8044","MMR (PAC)","MMR (PAC)","National","United States","2024-25","96.4",3785644,92.7,"",NA,""
"8045","MMR (PAC)","MMR (PAC)","National","U.S. Median","2024-25","96.0",51319,99.5,"",NA,""
"8046","Exemption","Any Exemption","States","Rhode Island","2024-25","1.9",10088,96.7,"†",192,"Census"
"8047","Exemption","Any Exemption","States","South Carolina","2024-25","4.6",57718,100,"†",2681,"Census"
"8048","Exemption","Any Exemption","States","South Dakota","2024-25","6.8",11367,99.3,"†",768,"Census"
"8049","Exemption","Any Exemption","States","Tennessee","2024-25","3.8",78299,96.7,"†",2985,"Census"
"8050","Exemption","Any Exemption","States","Texas","2024-25","4.3",378860,97.3,"||",16417,"Census (pub.), vol. response (prv.)"
"8051","Exemption","Any Exemption","States","TX-City of Houston","2024-25","2.5",36981,98.8,"||",909,"Census (pub.), vol. response (prv.)"
"8052","Exemption","Any Exemption","States","Utah","2024-25","10.3",45818,100,"",4729,"Census"
"8053","Exemption","Any Exemption","States","Vermont","2024-25","3.9",5432,100,"†",212,"Census"
"8054","Exemption","Any Exemption","States","Virginia","2024-25","2.7",91453,98,"†",2433,"Census"
"8055","Exemption","Any Exemption","States","Washington","2024-25","4.8",76756,97.9,"||||. ¶¶",3654,"Census"
"8056","Exemption","Any Exemption","States","Wisconsin","2024-25","7.6",61120,95.7,"||||. ¶¶",4641,"Census (pub.), vol. response (prv.)"
"8057","Exemption","Any Exemption","States","Wyoming","2024-25","5.9",6564,100,"†",386,"Census"
"8058","MMR (PAC)","MMR (PAC)","States","Alabama","2024-25","97.7",53589,99.9,"",NA,"Census"
"8059","MMR (PAC)","MMR (PAC)","States","Alaska","2024-25","91.0",7338,99.8,"",NA,"Census (pub.), not conducted (prv.)"
"8060","MMR (PAC)","MMR (PAC)","States","Arizona","2024-25","91.7",75024,97.4,"",NA,"Census"
"8061","MMR (PAC)","MMR (PAC)","States","Arkansas","2024-25","96.5",37570,96.4,"",NA,"Census (pub.), vol. response (prv.)"
"8062","MMR (PAC)","MMR (PAC)","States","California","2024-25","99.9",590849,100,"",NA,"Census"
"8063","MMR (PAC)","MMR (PAC)","States","Colorado","2024-25","95.8",60055,100,"",NA,"Census"
"8064","MMR (PAC)","MMR (PAC)","States","Connecticut","2024-25","99.6",30112,100,"",NA,"Census"
"8065","MMR (PAC)","MMR (PAC)","States","Delaware","2024-25","97.4",10393,14.2,"",NA,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"8066","MMR (PAC)","MMR (PAC)","States","District of Columbia","2024-25","97.6",7997,100,"",NA,"Census"
"8067","MMR (PAC)","MMR (PAC)","States","Florida","2024-25","94.9",221053,100,"",NA,"Census"
"8068","Varicella","UTD (or disease history)","States","Alabama","2024-25","98.0",53589,99.9,"",NA,"Census"
"8069","Varicella","UTD (or disease history)","States","Alaska","2024-25","79.6",7338,99.8,"¶",NA,"Census (pub.), not conducted (prv.)"
"8070","Varicella","UTD (or disease history)","States","Arizona","2024-25","93.4",75024,97.4,"",NA,"Census"
"8071","Varicella","UTD (or disease history)","States","Arkansas","2024-25","89.2",37570,96.4,"",NA,"Census (pub.), vol. response (prv.)"
"8072","Varicella","UTD (or disease history)","States","California","2024-25","95.7",590849,100,"*. ‡",NA,"Census"
"8073","Varicella","UTD (or disease history)","States","Colorado","2024-25","86.8",60055,100,"*. §",NA,"Census"
"8074","Varicella","UTD (or disease history)","States","Connecticut","2024-25","98.1",30112,100,"*",NA,"Census"
"8075","Varicella","UTD (or disease history)","States","Delaware","2024-25","93.6",10393,14.2,"‡",NA,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"8076","Varicella","UTD (or disease history)","States","District of Columbia","2024-25","92.1",7997,100,"*",NA,"Census"
"8077","Varicella","UTD (or disease history)","States","Florida","2024-25","88.8",221053,100,">=. *",NA,"Census"
"8078","Varicella","UTD (or disease history)","States","Georgia","2024-25","86.8",114568,100,">=. *",NA,"Census"
"8079","Varicella","UTD (or disease history)","States","Hawaii","2024-25","89.7",13804,10.5,"",NA,"Stratified 2-stage cluster sample"
"8080","Varicella","UTD (or disease history)","States","Idaho","2024-25","78.1",22242,99.5,"",NA,"Census"
"8081","Varicella","UTD (or disease history)","States","Illinois","2024-25","91.3",132769,99.5,"",NA,"Census"
"8082","Varicella","UTD (or disease history)","States","Indiana","2024-25","90.3",73744,92.7,"§",NA,"Census (pub.), vol. response (prv.)"
"8083","Varicella","UTD (or disease history)","States","Iowa","2024-25","88.8",38268,100,">=. *",NA,"Census"
"8084","Varicella","UTD (or disease history)","States","Kansas","2024-25","89.4",33892,29.2,"†. ‡. §",NA,"Stratified 2-stage cluster sample"
"8085","Varicella","UTD (or disease history)","States","Kentucky","2024-25","86.2",51319,100,"*. §",NA,"Census"
"8086","Varicella","UTD (or disease history)","States","Louisiana","2024-25","92.2",49229,100,"*",NA,"Census"
"8087","Varicella","UTD (or disease history)","States","Maine","2024-25","97.4",11761,95.4,"",NA,"Census"
"8088","Varicella","UTD (or disease history)","States","Maryland","2024-25","96.0",66135,95.6,"‡",NA,"Census (pub.), vol. response (prv.)"
"8089","Varicella","UTD (or disease history)","States","Massachusetts","2024-25","96.0",65581,100,"*. ‡",NA,"Census"
"8090","Varicella","UTD (or disease history)","States","Michigan","2024-25","91.3",107636,100,"*. ‡",NA,"Census"
"8091","Varicella","UTD (or disease history)","States","Minnesota","2024-25","86.7",64898,99.7,"",NA,"Census"
"8092","Varicella","UTD (or disease history)","States","Mississippi","2024-25","97.6",35293,100,">=. *",NA,"Census"
"8093","Varicella","UTD (or disease history)","States","Missouri","2024-25","89.5",68163,100,"*",NA,"Census"
"8094","Varicella","UTD (or disease history)","States","Nebraska","2024-25","93.8",24102,100,"*. ‡",NA,"Census"
"8095","Varicella","UTD (or disease history)","States","Nevada","2024-25","90.5",33272,92.6,"",NA,"Census (pub.), vol. response (prv.)"
"8096","Varicella","UTD (or disease history)","States","New Hampshire","2024-25","89.2",11713,100,">=. *. §",NA,"Census"
"8097","Varicella","UTD (or disease history)","States","New Jersey","2024-25","92.8",104339,100,">=. *",NA,"Census"
