"","Vaccine.Exemption","Dose","Geography.Type","Geography","School.Year","Estimate....","Population.Size","Percent.Surveyed","Footnotes","Number.of.Exemptions","Survey.Type"
"1","MMR","","States","Kansas","2022-23","91.6",35543,30.8,"†. ‡. §",NA,"Stratified 1-stage cluster sample"
"2","MMR","","States","Kentucky","2022-23","90.1",54742,96.9,">=. ‡. §",NA,"Census"
"3","MMR","","States","Louisiana","2022-23","92.2",54314,100,"*",NA,"Census"
"4","MMR","","States","Maine","2022-23","96.8",12403,93.9,"",NA,"Census"
"5","MMR","","States","Maryland","2022-23","96.7",59684,100,"*. ‡",NA,"Census"
"6","MMR","","States","Massachusetts","2022-23","96.5",66041,100,"*. ‡",NA,"Census"
"7","MMR","","States","Michigan","2022-23","92.9",113678,100,"*",NA,"Census"
"8","MMR","","States","Minnesota","2022-23","87.6",68152,97.9,"",NA,"Census"
"9","MMR","","States","Mississippi","2022-23","98.4",36048,100,">=. *",NA,"Census"
"10","MMR","","States","Missouri","2022-23","91.3",69126,100,"*",NA,"Census"
"11","MMR","","States","Nebraska","2022-23","95.1",23176,100,"*. ‡",NA,"Census"
"12","MMR","","States","Nevada","2022-23","92.8",34333,89.1,"",NA,"Vol. response (pub.), census (pvt.)"
"13","MMR","","States","New Hampshire","2022-23","89.4",11332,100,">=. §. *",NA,"Census"
"14","MMR","","States","New Jersey","2022-23","94.3",104468,100,">=. §. *",NA,"Census"
"15","MMR","","States","New Mexico","2022-23","94.9",21068,100,"*",NA,"Census"
"16","MMR","","States","New York","2022-23","97.9",205906,96.6,"",NA,"Census (pub.), vol. response (pvt.)"
"17","MMR","","States","NY-City of New York","2022-23","97.3",85379,97.6,"",NA,"Census (pub.), vol. response (pvt.)"
"18","MMR","","States","North Carolina","2022-23","94.0",125679,83.1,"§. ‡",NA,"Vol. response"
"19","MMR","","States","North Dakota","2022-23","92.0",10554,99.4,"",NA,"Census"
"20","MMR","","States","Ohio","2022-23","89.3",134893,93.7,"",NA,"Census (pub.), vol. response (pvt.)"
"21","MMR","","States","Oklahoma","2022-23","89.6",52548,89.5,"‡",NA,"Census (pub.), vol. response (pvt.)"
"22","MMR","","States","Oregon","2022-23","91.9",40963,100,"*. ‡",NA,"Census"
"23","MMR","","States","Pennsylvania","2022-23","94.0",137259,97.2,"",NA,"Census (pub.), vol. response (pvt.)"
"24","MMR","","States","Rhode Island","2022-23","96.9",10532,96.5,"‡. §",NA,"Census"
"25","MMR","","States","South Carolina","2022-23","93.2",58878,28.1,"†",NA,"Stratified 1-stage cluster sample"
"26","MMR","","National","United States","2022-23","93.1",3832381,92.9,"",NA,""
"27","MMR","","States","South Dakota","2022-23","92.5",12081,100,"*",NA,"Census"
"28","MMR","","States","Tennessee","2022-23","95.4",79692,100,"§. *",NA,"Census"
"29","MMR","","States","Texas","2022-23","94.2",381680,98,"‡. §",NA,"Census"
"30","MMR","","States","Utah","2022-23","90.0",46635,100,"*",NA,"Census"
"31","MMR","","States","Vermont","2022-23","93.1",5816,100,"*",NA,"Census"
"32","MMR","","States","Virginia","2022-23","95.8",93271,1.6,"†",NA,"Stratified 2-stage cluster sample"
"33","MMR","","States","Washington","2022-23","91.4",86284,97.9,"§",NA,"Census"
"34","MMR","","States","West Virginia","2022-23","95.6",19175,86.1,">=. ‡. §",NA,"Vol. response (pub.), census (pvt.)"
"35","MMR","","States","Wisconsin","2022-23","86.5",63593,93.9,"‡",NA,"Census (pub.), vol. response (pvt.)"
"36","MMR","","States","Wyoming","2022-23","90.8",7060,100,"*",NA,"Census"
"37","DTP, DTaP, or DT","","States","Alabama","2022-23","93.9",59113,100,">=. *",NA,"Census"
"38","DTP, DTaP, or DT","","States","Alaska","2022-23","83.8",9650,88.8,"¶",NA,"Vol. response (pub.), not conducted (pvt.)"
"39","DTP, DTaP, or DT","","States","Arizona","2022-23","89.6",80814,97.7,"",NA,"Census"
"40","DTP, DTaP, or DT","","States","Arkansas","2022-23","90.6",38358,95.8,"",NA,"Census (pub.), vol. response (pvt.)"
"41","DTP, DTaP, or DT","","States","California","2022-23","95.6",541132,100,"‡",NA,"Census"
"42","DTP, DTaP, or DT","","States","Colorado","2022-23","87.2",65576,97.2,"",NA,"Census"
"43","DTP, DTaP, or DT","","States","Connecticut","2022-23","97.3",35580,100,"*",NA,"Census"
"44","DTP, DTaP, or DT","","States","Delaware","2022-23","93.8",10674,9.7,"‡",NA,"Stratified 2-stage cluster sample"
"45","DTP, DTaP, or DT","","States","District of Columbia","2022-23","85.0",8064,100,"*",NA,"Census"
"46","DTP, DTaP, or DT","","States","Florida","2022-23","90.6",230309,97.7,">=",NA,"Census"
"47","DTP, DTaP, or DT","","States","Georgia","2022-23","88.1",123771,100,">=. *",NA,"Census"
"48","DTP, DTaP, or DT","","States","Hawaii","2022-23","87.0",13195,8.1,"",NA,"Stratified 2-stage cluster sample"
"49","DTP, DTaP, or DT","","States","Idaho","2022-23","81.0",23721,99.3,"",NA,"Census"
"50","DTP, DTaP, or DT","","States","Illinois","2022-23","91.5",135332,100,"*",NA,"Census"
"51","DTP, DTaP, or DT","","States","Indiana","2022-23","83.0",81307,87.5,"§",NA,"Vol. response (pub.), census (pvt.)"
"52","DTP, DTaP, or DT","","States","Iowa","2022-23","89.9",39178,100,">=. *",NA,"Census"
"53","DTP, DTaP, or DT","","States","Kansas","2022-23","90.5",35543,30.8,"†. ‡. §",NA,"Stratified 1-stage cluster sample"
"54","DTP, DTaP, or DT","","States","Kentucky","2022-23","90.6",54742,96.9,">=. ‡. §",NA,"Census"
"55","DTP, DTaP, or DT","","States","Louisiana","2022-23","93.1",54314,100,"*",NA,"Census"
"56","DTP, DTaP, or DT","","States","Maine","2022-23","96.6",12403,93.9,"",NA,"Census"
"57","DTP, DTaP, or DT","","States","Maryland","2022-23","96.9",59684,100,"*. ‡",NA,"Census"
"58","DTP, DTaP, or DT","","States","Massachusetts","2022-23","96.2",66041,100,"*. ‡",NA,"Census"
"59","DTP, DTaP, or DT","","States","Michigan","2022-23","93.1",113678,100,"*",NA,"Census"
"60","DTP, DTaP, or DT","","States","Minnesota","2022-23","88.3",68152,97.9,"",NA,"Census"
"61","DTP, DTaP, or DT","","States","Mississippi","2022-23","98.4",36048,100,">=. *",NA,"Census"
"62","DTP, DTaP, or DT","","States","Missouri","2022-23","91.1",69126,100,"*",NA,"Census"
"63","DTP, DTaP, or DT","","States","Nebraska","2022-23","95.7",23176,100,"*. ‡",NA,"Census"
"64","DTP, DTaP, or DT","","States","Nevada","2022-23","92.2",34333,89.1,"",NA,"Vol. response (pub.), census (pvt.)"
"65","DTP, DTaP, or DT","","States","New Hampshire","2022-23","89.4",11332,100,">=. §. *",NA,"Census"
"66","DTP, DTaP, or DT","","States","New Jersey","2022-23","94.3",104468,100,">=. §. *",NA,"Census"
"67","DTP, DTaP, or DT","","States","New Mexico","2022-23","94.7",21068,100,"*",NA,"Census"
"68","DTP, DTaP, or DT","","States","New York","2022-23","97.2",205906,96.6,"",NA,"Census (pub.), vol. response (pvt.)"
"69","DTP, DTaP, or DT","","States","NY-City of New York","2022-23","96.3",85379,97.6,"",NA,"Census (pub.), vol. response (pvt.)"
"70","DTP, DTaP, or DT","","States","North Carolina","2022-23","93.7",125679,83.1,"§. ‡",NA,"Vol. response"
"71","DTP, DTaP, or DT","","States","North Dakota","2022-23","91.8",10554,99.4,"",NA,"Census"
"72","DTP, DTaP, or DT","","States","Ohio","2022-23","89.4",134893,93.7,"",NA,"Census (pub.), vol. response (pvt.)"
"73","DTP, DTaP, or DT","","States","Oklahoma","2022-23","90.0",52548,89.5,"‡",NA,"Census (pub.), vol. response (pvt.)"
"74","DTP, DTaP, or DT","","States","Oregon","2022-23","90.9",40963,100,"*. ‡",NA,"Census"
"75","DTP, DTaP, or DT","","States","Pennsylvania","2022-23","94.3",137259,97.2,"",NA,"Census (pub.), vol. response (pvt.)"
"76","Varicella","1 Dose (or disease history)","States","Arkansas","2022-23","NReq",38358,95.8,"",NA,"Census (pub.), vol. response (pvt.)"
"77","Varicella","1 Dose (or disease history)","States","California","2022-23","NReq",541132,100,"‡",NA,"Census"
"78","Varicella","1 Dose (or disease history)","States","Colorado","2022-23","NReq",65576,97.2,"",NA,"Census"
"79","Varicella","1 Dose (or disease history)","States","Connecticut","2022-23","NReq",35580,100,"*",NA,"Census"
"80","Varicella","1 Dose (or disease history)","States","Delaware","2022-23","NReq",10674,9.7,"‡",NA,"Stratified 2-stage cluster sample"
"81","Varicella","1 Dose (or disease history)","States","District of Columbia","2022-23","NReq",8064,100,"*",NA,"Census"
"82","Varicella","1 Dose (or disease history)","States","Florida","2022-23","NReq",230309,97.7,">=",NA,"Census"
"83","Varicella","1 Dose (or disease history)","States","Georgia","2022-23","NReq",123771,100,">=. *",NA,"Census"
"84","Varicella","1 Dose (or disease history)","States","Hawaii","2022-23","NReq",13195,8.1,"",NA,"Stratified 2-stage cluster sample"
"85","Varicella","1 Dose (or disease history)","States","Idaho","2022-23","NReq",23721,99.3,"",NA,"Census"
"86","Varicella","1 Dose (or disease history)","States","Illinois","2022-23","NReq",135332,100,"*",NA,"Census"
"87","Varicella","1 Dose (or disease history)","States","Indiana","2022-23","NReq",81307,87.5,"§",NA,"Vol. response (pub.), census (pvt.)"
"88","Varicella","1 Dose (or disease history)","States","Iowa","2022-23","NReq",39178,100,">=. *",NA,"Census"
"89","Varicella","1 Dose (or disease history)","States","Kansas","2022-23","NReq",35543,30.8,"†. ‡. §",NA,"Stratified 1-stage cluster sample"
"90","Varicella","1 Dose (or disease history)","States","Kentucky","2022-23","NReq",54742,96.9,">=. ‡. §",NA,"Census"
"91","Varicella","1 Dose (or disease history)","States","Louisiana","2022-23","NReq",54314,100,"*",NA,"Census"
"92","Varicella","1 Dose (or disease history)","States","Maine","2022-23","NReq",12403,93.9,"",NA,"Census"
"93","Varicella","1 Dose (or disease history)","States","Maryland","2022-23","NReq",59684,100,"*. ‡",NA,"Census"
"94","Varicella","1 Dose (or disease history)","States","Massachusetts","2022-23","NReq",66041,100,"*. ‡",NA,"Census"
"95","Varicella","1 Dose (or disease history)","States","Michigan","2022-23","NReq",113678,100,"*",NA,"Census"
"96","Varicella","1 Dose (or disease history)","States","Minnesota","2022-23","NReq",68152,97.9,"",NA,"Census"
"97","Varicella","1 Dose (or disease history)","States","Mississippi","2022-23","NReq",36048,100,">=. *",NA,"Census"
"98","Varicella","1 Dose (or disease history)","States","Missouri","2022-23","NReq",69126,100,"*",NA,"Census"
"99","Varicella","1 Dose (or disease history)","States","Nebraska","2022-23","NReq",23176,100,"*. ‡",NA,"Census"
"100","Varicella","1 Dose (or disease history)","States","Nevada","2022-23","NReq",34333,89.1,"",NA,"Vol. response (pub.), census (pvt.)"
"101","Varicella","1 Dose (or disease history)","States","New Hampshire","2022-23","NReq",11332,100,">=. §. *",NA,"Census"
"102","Varicella","1 Dose (or disease history)","States","New Jersey","2022-23","94.3",104468,100,">=. §. *",NA,"Census"
"103","Varicella","1 Dose (or disease history)","States","New Mexico","2022-23","NReq",21068,100,"*",NA,"Census"
"104","Varicella","1 Dose (or disease history)","States","New York","2022-23","NReq",205906,96.6,"",NA,"Census (pub.), vol. response (pvt.)"
"105","Varicella","1 Dose (or disease history)","States","NY-City of New York","2022-23","NReq",85379,97.6,"",NA,"Census (pub.), vol. response (pvt.)"
"106","Varicella","1 Dose (or disease history)","States","North Carolina","2022-23","NReq",125679,83.1,"§. ‡",NA,"Vol. response"
"107","Varicella","1 Dose (or disease history)","States","North Dakota","2022-23","NReq",10554,99.4,"",NA,"Census"
"108","Varicella","1 Dose (or disease history)","States","Ohio","2022-23","NReq",134893,93.7,"",NA,"Census (pub.), vol. response (pvt.)"
"109","Varicella","1 Dose (or disease history)","States","Oklahoma","2022-23","94.6",52548,89.5,"‡",NA,"Census (pub.), vol. response (pvt.)"
"110","Varicella","1 Dose (or disease history)","States","Oregon","2022-23","94.1",40963,100,"*. ‡",NA,"Census"
"111","Varicella","1 Dose (or disease history)","States","Pennsylvania","2022-23","NReq",137259,97.2,"",NA,"Census (pub.), vol. response (pvt.)"
"112","Varicella","1 Dose (or disease history)","States","Rhode Island","2022-23","NReq",10532,96.5,"‡. §",NA,"Census"
"113","Varicella","1 Dose (or disease history)","States","South Carolina","2022-23","NReq",58878,28.1,"†",NA,"Stratified 1-stage cluster sample"
"114","Varicella","1 Dose (or disease history)","States","South Dakota","2022-23","NReq",12081,100,"*",NA,"Census"
"115","Varicella","1 Dose (or disease history)","States","Tennessee","2022-23","NReq",79692,100,"§. *",NA,"Census"
"116","Varicella","1 Dose (or disease history)","States","Texas","2022-23","NReq",381680,98,"‡. §",NA,"Census"
"117","Varicella","1 Dose (or disease history)","States","Utah","2022-23","NReq",46635,100,"*",NA,"Census"
"118","Varicella","1 Dose (or disease history)","States","Vermont","2022-23","NReq",5816,100,"*",NA,"Census"
"119","Varicella","1 Dose (or disease history)","States","Virginia","2022-23","NReq",93271,1.6,"†",NA,"Stratified 2-stage cluster sample"
"120","Varicella","1 Dose (or disease history)","States","Washington","2022-23","NReq",86284,97.9,"§",NA,"Census"
"121","Varicella","1 Dose (or disease history)","States","West Virginia","2022-23","NReq",19175,86.1,">=. ‡. §",NA,"Vol. response (pub.), census (pvt.)"
"122","Varicella","1 Dose (or disease history)","States","Wisconsin","2022-23","NReq",63593,93.9,"‡",NA,"Census (pub.), vol. response (pvt.)"
"123","Varicella","1 Dose (or disease history)","States","Wyoming","2022-23","NReq",7060,100,"*",NA,"Census"
"124","Varicella","2 Doses (or disease history)","States","Alabama","2022-23","NReq",59113,100,">=. *",NA,"Census"
"125","Varicella","2 Doses (or disease history)","States","Alaska","2022-23","81.8",9650,88.8,"",NA,"Vol. response (pub.), not conducted (pvt.)"
"126","Varicella","2 Doses (or disease history)","States","Arizona","2022-23","NReq",80814,97.7,"",NA,"Census"
"127","DTP, DTaP, or DT","","States","Rhode Island","2022-23","96.9",10532,96.5,"‡. §",NA,"Census"
"128","DTP, DTaP, or DT","","States","South Carolina","2022-23","92.1",58878,28.1,"†",NA,"Stratified 1-stage cluster sample"
"129","DTP, DTaP, or DT","","States","South Dakota","2022-23","92.2",12081,100,"*",NA,"Census"
"130","DTP, DTaP, or DT","","States","Tennessee","2022-23","94.8",79692,100,"§. *",NA,"Census"
"131","DTP, DTaP, or DT","","States","Texas","2022-23","93.8",381680,98,"‡. §",NA,"Census"
"132","DTP, DTaP, or DT","","States","Utah","2022-23","89.7",46635,100,"*",NA,"Census"
"133","DTP, DTaP, or DT","","States","Vermont","2022-23","92.8",5816,100,"*",NA,"Census"
"134","DTP, DTaP, or DT","","States","Virginia","2022-23","97.8",93271,1.6,"†",NA,"Stratified 2-stage cluster sample"
"135","DTP, DTaP, or DT","","States","Washington","2022-23","90.1",86284,97.9,"§",NA,"Census"
"136","DTP, DTaP, or DT","","States","West Virginia","2022-23","95.6",19175,86.1,">=. ‡. §",NA,"Vol. response (pub.), census (pvt.)"
"137","DTP, DTaP, or DT","","States","Wisconsin","2022-23","87.0",63593,93.9,"‡",NA,"Census (pub.), vol. response (pvt.)"
"138","DTP, DTaP, or DT","","States","Wyoming","2022-23","89.4",7060,100,"*",NA,"Census"
"139","Varicella","1 Dose (or disease history)","States","Alabama","2022-23","93.9",59113,100,">=. *",NA,"Census"
"140","Varicella","1 Dose (or disease history)","States","Alaska","2022-23","NReq",9650,88.8,"¶",NA,"Vol. response (pub.), not conducted (pvt.)"
"141","Varicella","1 Dose (or disease history)","States","Arizona","2022-23","94.1",80814,97.7,"",NA,"Census"
"142","MMR","","States","Arkansas","2022-23","91.9",38358,95.8,"",NA,"Census (pub.), vol. response (pvt.)"
"143","MMR","","States","California","2022-23","96.5",541132,100,"‡",NA,"Census"
"144","MMR","","States","Colorado","2022-23","87.0",65576,97.2,"",NA,"Census"
"145","MMR","","States","Connecticut","2022-23","97.3",35580,100,"*",NA,"Census"
"146","MMR","","States","Delaware","2022-23","95.1",10674,9.7,"‡",NA,"Stratified 2-stage cluster sample"
"147","MMR","","States","District of Columbia","2022-23","87.5",8064,100,"*",NA,"Census"
"148","MMR","","States","Florida","2022-23","90.6",230309,97.7,">=",NA,"Census"
"149","MMR","","States","Georgia","2022-23","88.1",123771,100,">=. *",NA,"Census"
"150","MMR","","States","Hawaii","2022-23","86.4",13195,8.1,"",NA,"Stratified 2-stage cluster sample"
"151","MMR","","States","Idaho","2022-23","81.3",23721,99.3,"",NA,"Census"
"152","MMR","","States","Illinois","2022-23","91.7",135332,100,"*",NA,"Census"
"153","MMR","","States","Indiana","2022-23","92.0",81307,87.5,"§",NA,"Vol. response (pub.), census (pvt.)"
"154","MMR","","States","Iowa","2022-23","89.9",39178,100,">=. *",NA,"Census"
"155","Varicella","2 Doses (or disease history)","States","Arkansas","2022-23","91.1",38358,95.8,"",NA,"Census (pub.), vol. response (pvt.)"
"156","Varicella","2 Doses (or disease history)","States","California","2022-23","96.1",541132,100,"‡",NA,"Census"
"157","Varicella","2 Doses (or disease history)","States","Colorado","2022-23","85.9",65576,97.2,"",NA,"Census"
"158","Varicella","2 Doses (or disease history)","States","Connecticut","2022-23","97.0",35580,100,"*",NA,"Census"
"159","Varicella","2 Doses (or disease history)","States","Delaware","2022-23","94.0",10674,9.7,"‡",NA,"Stratified 2-stage cluster sample"
"160","Varicella","2 Doses (or disease history)","States","District of Columbia","2022-23","86.8",8064,100,"*",NA,"Census"
"161","Varicella","2 Doses (or disease history)","States","Florida","2022-23","90.6",230309,97.7,">=",NA,"Census"
"162","Varicella","2 Doses (or disease history)","States","Georgia","2022-23","88.1",123771,100,">=. *",NA,"Census"
"163","Varicella","2 Doses (or disease history)","States","Hawaii","2022-23","84.4",13195,8.1,"",NA,"Stratified 2-stage cluster sample"
"164","Varicella","2 Doses (or disease history)","States","Idaho","2022-23","80.7",23721,99.3,"",NA,"Census"
"165","Varicella","2 Doses (or disease history)","States","Illinois","2022-23","91.3",135332,100,"*",NA,"Census"
"166","Varicella","2 Doses (or disease history)","States","Indiana","2022-23","91.6",81307,87.5,"§",NA,"Vol. response (pub.), census (pvt.)"
"167","Varicella","2 Doses (or disease history)","States","Iowa","2022-23","89.9",39178,100,">=. *",NA,"Census"
"168","Varicella","2 Doses (or disease history)","States","Kansas","2022-23","90.8",35543,30.8,"†. ‡. §",NA,"Stratified 1-stage cluster sample"
"169","Varicella","2 Doses (or disease history)","States","Kentucky","2022-23","89.8",54742,96.9,">=. ‡. §",NA,"Census"
"170","Varicella","2 Doses (or disease history)","States","Louisiana","2022-23","93.6",54314,100,"*",NA,"Census"
"171","Varicella","2 Doses (or disease history)","States","Maine","2022-23","96.6",12403,93.9,"",NA,"Census"
"172","Varicella","2 Doses (or disease history)","States","Maryland","2022-23","96.6",59684,100,"*. ‡",NA,"Census"
"173","Varicella","2 Doses (or disease history)","States","Massachusetts","2022-23","96.0",66041,100,"*. ‡",NA,"Census"
"174","Varicella","2 Doses (or disease history)","States","Michigan","2022-23","92.9",113678,100,"*",NA,"Census"
"175","Varicella","2 Doses (or disease history)","States","Minnesota","2022-23","87.9",68152,97.9,"",NA,"Census"
"176","Varicella","2 Doses (or disease history)","States","Mississippi","2022-23","98.4",36048,100,">=. *",NA,"Census"
"177","Varicella","2 Doses (or disease history)","States","Missouri","2022-23","90.8",69126,100,"*",NA,"Census"
"178","Varicella","2 Doses (or disease history)","States","Nebraska","2022-23","94.9",23176,100,"*. ‡",NA,"Census"
"179","Varicella","2 Doses (or disease history)","States","Nevada","2022-23","92.6",34333,89.1,"",NA,"Vol. response (pub.), census (pvt.)"
"180","Varicella","2 Doses (or disease history)","States","New Hampshire","2022-23","89.4",11332,100,">=. §. *",NA,"Census"
"181","Varicella","2 Doses (or disease history)","States","New Jersey","2022-23","NReq",104468,100,">=. §. *",NA,"Census"
"182","Varicella","2 Doses (or disease history)","States","New Mexico","2022-23","94.4",21068,100,"*",NA,"Census"
"183","Varicella","2 Doses (or disease history)","States","New York","2022-23","97.5",205906,96.6,"",NA,"Census (pub.), vol. response (pvt.)"
"184","Varicella","2 Doses (or disease history)","States","NY-City of New York","2022-23","96.7",85379,97.6,"",NA,"Census (pub.), vol. response (pvt.)"
"185","Varicella","2 Doses (or disease history)","States","North Carolina","2022-23","93.6",125679,83.1,"§. ‡",NA,"Vol. response"
"186","Varicella","2 Doses (or disease history)","States","North Dakota","2022-23","91.4",10554,99.4,"",NA,"Census"
"187","Varicella","2 Doses (or disease history)","States","Ohio","2022-23","88.8",134893,93.7,"",NA,"Census (pub.), vol. response (pvt.)"
"188","Varicella","2 Doses (or disease history)","States","Oklahoma","2022-23","NReq",52548,89.5,"‡",NA,"Census (pub.), vol. response (pvt.)"
"189","Varicella","2 Doses (or disease history)","States","Oregon","2022-23","NReq",40963,100,"*. ‡",NA,"Census"
"190","Varicella","2 Doses (or disease history)","States","Pennsylvania","2022-23","93.7",137259,97.2,"",NA,"Census (pub.), vol. response (pvt.)"
"191","Varicella","2 Doses (or disease history)","States","Rhode Island","2022-23","96.3",10532,96.5,"‡. §",NA,"Census"
"192","Varicella","2 Doses (or disease history)","States","South Carolina","2022-23","92.8",58878,28.1,"†",NA,"Stratified 1-stage cluster sample"
"193","Varicella","2 Doses (or disease history)","States","South Dakota","2022-23","92.0",12081,100,"*",NA,"Census"
"194","Varicella","2 Doses (or disease history)","States","Tennessee","2022-23","95.1",79692,100,"§. *",NA,"Census"
"195","Varicella","2 Doses (or disease history)","States","Texas","2022-23","93.7",381680,98,"‡. §",NA,"Census"
"196","Varicella","2 Doses (or disease history)","States","Utah","2022-23","89.6",46635,100,"*",NA,"Census"
"197","Varicella","2 Doses (or disease history)","States","Vermont","2022-23","92.6",5816,100,"*",NA,"Census"
"198","Varicella","2 Doses (or disease history)","States","Virginia","2022-23","95.6",93271,1.6,"†",NA,"Stratified 2-stage cluster sample"
"199","Varicella","2 Doses (or disease history)","States","Washington","2022-23","90.1",86284,97.9,"§",NA,"Census"
"200","Varicella","2 Doses (or disease history)","States","West Virginia","2022-23","95.6",19175,86.1,">=. ‡. §",NA,"Vol. response (pub.), census (pvt.)"
"201","Varicella","2 Doses (or disease history)","States","Wisconsin","2022-23","85.9",63593,93.9,"‡",NA,"Census (pub.), vol. response (pvt.)"
"202","Varicella","2 Doses (or disease history)","States","Wyoming","2022-23","90.5",7060,100,"*",NA,"Census"
"203","Hepatitis B","","States","Alabama","2022-23","NReq",59113,100,">=. *",NA,"Census"
"204","Hepatitis B","","States","Alaska","2022-23","85.5",9650,88.8,"¶",NA,"Vol. response (pub.), not conducted (pvt.)"
"205","Hepatitis B","","States","Arizona","2022-23","92.9",80814,97.7,"",NA,"Census"
"206","Hepatitis B","","States","Arkansas","2022-23","94.6",38358,95.8,"",NA,"Census (pub.), vol. response (pvt.)"
"207","Hepatitis B","","States","California","2022-23","97.3",541132,100,"‡",NA,"Census"
"208","Hepatitis B","","States","Colorado","2022-23","90.9",65576,97.2,"",NA,"Census"
"209","Hepatitis B","","States","Connecticut","2022-23","97.8",35580,100,"*",NA,"Census"
"210","Hepatitis B","","States","Delaware","2022-23","95.6",10674,9.7,"‡",NA,"Stratified 2-stage cluster sample"
"211","Hepatitis B","","States","District of Columbia","2022-23","92.2",8064,100,"*",NA,"Census"
"212","Hepatitis B","","States","Florida","2022-23","90.6",230309,97.7,">=",NA,"Census"
"213","Hepatitis B","","States","Georgia","2022-23","88.1",123771,100,">=. *",NA,"Census"
"214","Hepatitis B","","States","Hawaii","2022-23","88.7",13195,8.1,"",NA,"Stratified 2-stage cluster sample"
"215","Hepatitis B","","States","Idaho","2022-23","86.3",23721,99.3,"",NA,"Census"
"216","Hepatitis B","","States","Indiana","2022-23","94.4",81307,87.5,"§",NA,"Vol. response (pub.), census (pvt.)"
"217","Hepatitis B","","States","Iowa","2022-23","89.9",39178,100,">=. *",NA,"Census"
"218","Hepatitis B","","States","Kansas","2022-23","96.3",35543,30.8,"†. ‡. §",NA,"Stratified 1-stage cluster sample"
"219","Hepatitis B","","States","Kentucky","2022-23","90.7",54742,96.9,">=. ‡. §",NA,"Census"
"220","Hepatitis B","","States","Louisiana","2022-23","99.3",54314,100,"*",NA,"Census"
"221","Hepatitis B","","States","Maine","2022-23","NReq",12403,93.9,"",NA,"Census"
"222","Hepatitis B","","States","Maryland","2022-23","97.0",59684,100,"*. ‡",NA,"Census"
"223","Hepatitis B","","States","Massachusetts","2022-23","97.3",66041,100,"*. ‡",NA,"Census"
"224","Hepatitis B","","States","Michigan","2022-23","95.1",113678,100,"*",NA,"Census"
"225","Hepatitis B","","States","Minnesota","2022-23","93.3",68152,97.9,"",NA,"Census"
"226","Hepatitis B","","States","Mississippi","2022-23","98.4",36048,100,">=. *",NA,"Census"
"227","Hepatitis B","","States","Missouri","2022-23","93.7",69126,100,"*",NA,"Census"
"228","Hepatitis B","","States","Nebraska","2022-23","96.8",23176,100,"*. ‡",NA,"Census"
"229","Hepatitis B","","States","Nevada","2022-23","94.2",34333,89.1,"",NA,"Vol. response (pub.), census (pvt.)"
"230","Hepatitis B","","States","New Hampshire","2022-23","89.4",11332,100,">=. §. *",NA,"Census"
"231","Hepatitis B","","States","New Jersey","2022-23","94.3",104468,100,">=. §. *",NA,"Census"
"232","Hepatitis B","","States","New Mexico","2022-23","96.5",21068,100,"*",NA,"Census"
"233","Hepatitis B","","States","New York","2022-23","98.6",205906,96.6,"",NA,"Census (pub.), vol. response (pvt.)"
"234","Hepatitis B","","States","NY-City of New York","2022-23","97.9",85379,97.6,"",NA,"Census (pub.), vol. response (pvt.)"
"235","Hepatitis B","","States","North Carolina","2022-23","95.3",125679,83.1,"§. ‡",NA,"Vol. response"
"236","Hepatitis B","","States","North Dakota","2022-23","93.7",10554,99.4,"",NA,"Census"
"237","Hepatitis B","","States","Ohio","2022-23","93.0",134893,93.7,"",NA,"Census (pub.), vol. response (pvt.)"
"238","Hepatitis B","","States","Oklahoma","2022-23","94.1",52548,89.5,"‡",NA,"Census (pub.), vol. response (pvt.)"
"239","Hepatitis B","","States","Oregon","2022-23","92.9",40963,100,"*. ‡",NA,"Census"
"240","Hepatitis B","","States","Pennsylvania","2022-23","95.3",137259,97.2,"",NA,"Census (pub.), vol. response (pvt.)"
"241","Exemption","Medical Exemption","States","California","2022-23","0.2",541132,100,"†. ‡",1036,"Census"
"242","Exemption","Medical Exemption","States","Colorado","2022-23","0.3",65576,97.2,">=. §. ||",197,"Census"
"243","Exemption","Medical Exemption","States","Connecticut","2022-23","0.3",35580,100,"†",112,"Census"
"244","Exemption","Medical Exemption","States","Delaware","2022-23","0.1",10674,9.7,"†",15,"Stratified 2-stage cluster sample"
"245","Exemption","Medical Exemption","States","District of Columbia","2022-23","0.3",8064,100,"†",27,"Census"
"246","Exemption","Medical Exemption","States","Florida","2022-23","0.4",230309,97.7,"†",832,"Census"
"247","Exemption","Medical Exemption","States","Georgia","2022-23","0.1",123771,100,"†",147,"Census"
"248","Exemption","Medical Exemption","States","Hawaii","2022-23","0.6",13195,8.1,"†",78,"Stratified 2-stage cluster sample"
"249","Exemption","Medical Exemption","States","Idaho","2022-23","0.5",23721,99.3,"||",126,"Census"
"250","Exemption","Medical Exemption","States","Illinois","2022-23","0.2",135332,100,"†. §",291,"Census"
"251","Exemption","Medical Exemption","States","Indiana","2022-23","0.2",81307,87.5,"†",175,"Vol. response (pub.), census (pvt.)"
"252","Exemption","Medical Exemption","States","Iowa","2022-23","0.2",39178,100,"†",68,"Census"
"253","Exemption","Medical Exemption","States","Kansas","2022-23","0.3",35543,85,"†",116,"Census"
"254","Exemption","Medical Exemption","States","Kentucky","2022-23","0.2",54742,96.9,"†",95,"Census"
"255","Exemption","Medical Exemption","States","Louisiana","2022-23","0.1",54314,100,"<",72,"Census"
