"source","vaccine","state_name","year","year_type","school_year","vaccine_coverage_estimate","ci_95","sample_size"
"school_vax_view","DTP, DTaP, or DT","Virginia",2022,"school_year","2022-23",97.8,NA,93271
"school_vax_view","DTP, DTaP, or DT","Virginia",2023,"school_year","2023-24",96.2,NA,92633
"school_vax_view","DTP, DTaP, or DT","Virginia",2024,"school_year","2024-25",98.2,NA,91453
"school_vax_view","DTP, DTaP, or DT","Washington",2019,"school_year","2019-20",92.8,NA,87757
"school_vax_view","DTP, DTaP, or DT","Washington",2020,"school_year","2020-21",93.2,NA,74931
"school_vax_view","DTP, DTaP, or DT","Washington",2021,"school_year","2021-22",91.4,NA,87256
"school_vax_view","DTP, DTaP, or DT","Washington",2022,"school_year","2022-23",90.1,NA,86284
"school_vax_view","DTP, DTaP, or DT","Washington",2023,"school_year","2023-24",90.2,NA,84053
"school_vax_view","DTP, DTaP, or DT","Washington",2024,"school_year","2024-25",89.7,NA,76756
"school_vax_view","DTP, DTaP, or DT","West Virginia",2019,"school_year","2019-20",98.8,NA,17114
"school_vax_view","DTP, DTaP, or DT","West Virginia",2020,"school_year","2020-21",NA,NA,NA
"school_vax_view","DTP, DTaP, or DT","West Virginia",2021,"school_year","2021-22",96.5,NA,18070
"school_vax_view","DTP, DTaP, or DT","West Virginia",2022,"school_year","2022-23",95.6,NA,19175
"school_vax_view","DTP, DTaP, or DT","West Virginia",2023,"school_year","2023-24",98.4,NA,18261
"school_vax_view","DTP, DTaP, or DT","Wisconsin",2019,"school_year","2019-20",94.5,NA,67391
"school_vax_view","DTP, DTaP, or DT","Wisconsin",2020,"school_year","2020-21",87.2,NA,63486
"school_vax_view","DTP, DTaP, or DT","Wisconsin",2021,"school_year","2021-22",82.6,NA,64275
"school_vax_view","DTP, DTaP, or DT","Wisconsin",2022,"school_year","2022-23",87,NA,63593
"school_vax_view","DTP, DTaP, or DT","Wisconsin",2023,"school_year","2023-24",85.7,NA,62028
"school_vax_view","DTP, DTaP, or DT","Wisconsin",2024,"school_year","2024-25",85.7,NA,61120
"school_vax_view","DTP, DTaP, or DT","Wyoming",2019,"school_year","2019-20",94.4,NA,7913
"school_vax_view","DTP, DTaP, or DT","Wyoming",2020,"school_year","2020-21",90.2,NA,6923
"school_vax_view","DTP, DTaP, or DT","Wyoming",2021,"school_year","2021-22",92.5,NA,7382
"school_vax_view","DTP, DTaP, or DT","Wyoming",2022,"school_year","2022-23",89.4,NA,7060
"school_vax_view","DTP, DTaP, or DT","Wyoming",2023,"school_year","2023-24",92.2,NA,6754
"school_vax_view","DTP, DTaP, or DT","Wyoming",2024,"school_year","2024-25",92.5,NA,6564
